u,v,CN
287,370,0
2521991,108465,0
206,42,2
137,390,0
556,486,2
737,287,0
384,8,0
781,645,0
852,299,0
266,402,0
740,42,0
264,63,0
489,528,0
831,697,0
37,745,0
813,514,1
87,775,0
58,529,0
486,27687,0
204,770,1
305,77,0
613,234,0
39,303,0
567,203,0
402,195,0
360,61,0
350,512,0
350,225,2
580,730,0
219,796,0
922,350,0
369,242,0
541,719,0
922,225,0
631,578,0
522,313,0
615,17,0
71,398,0
527,503,0
390,621,0
825,722,0
631,840,0
87,784,0
551,75,0
706,781,0
832,429,0
55,305,0
605,35,0
316,390,0
309844,204,1
519,891,0
699,55,0
598,394,0
580,636,0
430,5,0
621,571,0
446,716,0
784,446,1
305,634,0
897,224,0
318,852,0
22,730,0
116,825,0
534,26,0
233,703,0
423,299,0
503,792,0
718,751,0
404,17,1
514,34,2
302,922,0
59,657,0
406,247,0
611,83,1
242,483,0
432,157,0
831,9,0
432,259,0
791,224,0
578,235,0
457,373,0
390,342,0
507,224,1
832,318,0
439,825,0
431,394,1
60,519,1
541,1,0
852,810,0
121,33,2
863,22,0
257,437,2
224,571,0
277,115,1
444,430,0
326,26,0
44,888,0
257,795,0
235,299,0
71,439,1
719,376,0
83,37,1
207,765,0
775,459,0
917,195,0
837,224,0
547,233,0
733,302,0
619,305,0
85,856,0
714,680,1
799,235,0
872,444,0
277,588,0
279,888,0
17,285,1
30,680,2
755,44,0
76,59,0
534,55,1
550,369,0
235,146270,0
225,39,0
556,842,0
729,512,0
332,726,1
85,242,0
479,852,0
8,430,0
758,573,2
512,437,0
550,614,0
207,370,0
483,25,0
247,51,0
713,170,0
429,751,0
837,697,0
184,922,0
792,83,0
518,863,0
30,259,0
838,834,0
799,861,0
729,287,1
489,42,0
55,72,1
813,34,1
667,202,2
703,341,1
34,428,0
33,615,1
133,611,0
146270,518,0
897,557,0
296,614,0
219,608,0
203,311,0
422,267,1
231,316,0
230,30,0
204,145,0
350,22,1
543,737,0
727,563,0
428,922,0
147,727,0
17,279,0
396,302,1
840,72,0
722,475,1
657,2089740,0
232,922,0
361,117,0
63,889,1
232,838,0
247,34,0
204,914,0
551,536,0
30,897,0
194,95,0
92,667,0
225,729,0
322,459,0
230,550,0
876,825,0
8,719,0
266,459,0
810,39,0
296,719,0
782,891,0
13,22,0
917,44,0
277,673,1
917,888,0
238,445,0
235,781,0
512,431,0
605,394,0
489,234,1
572,9,0
888,737,0
2521991,60,0
384,784,0
364,897,0
342,25,1
27687,718,0
922,503,0
362,785,0
522,143,0
462,76,0
170,27687,1
534,770,1
428,5,0
99,242,0
170,483,0
39,402,0
810,813,0
667,493,1
76,99,0
316,667,0
207,831,0
550,202,0
838,2521991,0
795,394,0
667,503,1
115,194,0
872,697,0
889,404,0
406,46,3
5,580,0
572,758,1
721,634,0
521,22,0
727,225,0
636,37,0
136,372,0
567,116,2
431,557,0
727,22,0
207,2089740,0
277,431,1
557,580,0
699,396,1
613,189,1
726,916,1
459,697,0
775,308,0
266,350,0
13,631,0
782,428,0
317,598,0
404,115,1
588,35,0
133,521,0
897,327,0
797,414,0
67,775,0
568,145,0
55,163,0
571,444,0
792,30,0
891,550,0
318,733,0
563,242,0
529,784,0
1,326,0
85,91,0
402,699,0
292,35,0
718,121,0
392,785,0
225,362,0
234,30,1
85,706,0
414,813,0
61,391,0
1,538,0
33,342,1
234,536,0
77,203,0
475,406,0
