u,v,PA
891,1733,5
1471,1752,9
837,1014,1
1521,1490,18
1063,277,75
741,912,3
2006,1517,1
1975,685,2
1185,275,22
71,394,0
1311,61,99
1994,1951,9
1982,1050,1
755,1667,2
1228,1816,176
1762,1006,35
1409,198,6
922,188,4
922,1178,3
51,1886,64
39,1585,12
987,722,35
1013,1536,80
1624,1709,10
1654,1635,14
13,1291,2
1585,722,15
1094,230,12
60,1164871,0
1026,162,12
1165587,1178,6
1046,1497,0
525,29,1
1797,369,135
1597,1534,7
233,115,7
317,383,24
2,672,12
1841,2018,78
1556,194,270
525,1407,5
590,225,5
429,255,20
699,1438,84
1010,1675,2
2029,489,12
2029,212,3
1904,1398,10
1094,1409,12
1193,1752,18
527,26,7
1370,4,18
1353,1818,24
1266,361,78
990,1951,99
1228,689,16
1233,1450,112
12081,1912,24
1490,1233,48
91,483,15
889,1862,7
832,1464,40
204,1175,20
1557,1353,24
489,1340,4
212,361,6
1322,479,46
1810,75,9
1709,72,25
27687,369,45
1199387,229,0
1014,40,14
1881,91,90
234,912,33
40,1154,168
314,22,36
61,1467,63
350,318,5
302,481,6
1486,3180,10
122,1142,28
1635,72,35
41,479,92
350,1737192,5
203,437,8
1799,770,80
565,1744,11
198,916,1
1602,1790,2
588,61,27
745,1750,40
225,109,20
456,1063,15
1908,2057,15
40,1078,224
1569,188,12
1094,116,36
1633,184,108
203,1037,28
1821,71,21
296,489,12
543,1384652,22
1199387,519,21
92,692,10
131,1529,0
565,364,1
588,1912,18
689,796,0
1976,1908,15
1982,872,11
1560,1154,84
1508,1841,18
1265,987,28
916,1370,18
2089740,2,2
1813,543,14
578,525,4
1908,722,25
1518,255,5
1946,716,5
1314,544,1
428190,2089740,15
404,718,90
131,893,0
699,1841,36
2009,1738,0
1223,194,90
493,51,136
1478,27687,25
565,868,2
1573,966,6
1164871,430,20
1477,834,22
1816,990,121
1199,745,30
755,1769,14
1511,150,42
1037,1666,63
1750,1271,36
1486,680,4
565,1854,1
517,1438,28
1122,1111,12
1168,1891,3
1912,380,54
312,1367,8
658,2,0
1462,71,7
1726,1602,1
763,1478,10
1338,954,4
1649,1786,30
1750,96,4
304,446497,36
1935,572,12
1703,1737192,21
785,1935,1
1010,1142,2
456,396,8
527,1693,14
163,1344,66
1464,751,20
164,541,12
1392,619,6
91,1168,45
1797,1849,45
1010,1994,1
517,1199387,14
95,1875,9
163,1323,36
525,298,1
96,1666,9
1816,1341,44
1518,1341,4
1737192,2024,4
40,791,126
1912,172,42
109,940,4
200,791,18
1649,999,9
25,805,88
1853,1014,9
1942,40,14
203,1147,4
391,993,4
136,41,4
1976,1490,18
863,1185,44
1738,512,1
1556,1688440,90
22,1821,18
1521,1538,15
567,1542,10
131,755,0
1970,202,12
305,588,9
1853,446,36
406,1384652,22
518,486,18
1793,803,10
305,1581,27
1373,810,15
233,229,0
1521,1680,15
872,708,88
1744,1881,66
1104,394,0
1491,1529,18
1367,1142,16
751,1683,14
394,1248,0
91,1914,45
1409,1337,6
1786,314,60
3582,1948,0
1165587,1293,2
1147,1111,4
1117,891,110
1323,1463,348
1233,202,48
1309,184,12
72,39,20
446497,1433,27
565,1254,8
1142,456,2
188,1581,36
708,392,64
1781,914,14
1238,738,1
751,1875,18
150,357,63
1744,322,110
512,868,2
763,1975282,18
1635,1384,14
1219,954,76
1050,1384,2
212,29,1
33,198,6
805,274,24
117,891,40
1912,1453,6
791,1338,9
1322,842,6
1414,708,136
736,115,21
1433,292,9
1801,1581,36
699,1670,0
1870,1466,16
1533,481,15
1421,740,12
178,1703,21
877,814,18
3582,1220,0
486,1816,99
285,1065,6
1449,1344,110
1175,1851,5
437,834,22
1291,1398,4
1227,136,3
1199387,1094,14
1266,1737,0
372,740,80
1592,55,4
1881,1370,108
1353,837,6
1670,636,0
1733,755,2
2009,1690,0
2029,1384652,33
437,1490,12
341,1618,3
479,791,207
680,1649,12
940,83,7
1807,1311,99
1624,1254,16
1592,796,0
214,481,18
1801,131,0
459,162,6
716,1384,10
572,456,12
276,714,8
1366,1065,7
143,373,15
245,1050,1
1340,1688440,6
1908,3180,50
1494,999,3
1266,1556,195
637,571,6
1117,186,22
1690,277,5
1820,71,21
1556,267,135
571,1483,6
1100,317,8
1337,1993,3
1801,1344,88
1212,960,143
637,1853,27
1611,432,90
1192,1680,5
131,1416,0
1649,658,0
1494,233,1
60,1581,0
1110,1730,36
1453,398,2
1060,692,5
1644,794,8
1776,475,0
483,1848,10
31505,4,16
1441,1470,21
1311,1043,297
785,1670,0
1635,722,35
1025,1738,3
1449,1373,25
285,517,12
2051,2011,2
1199,1654,6
1738,1130097,6
1014,318,1
77,1365,39
204,1549,28
1100,1851,2
1462,357,9
377,1026,12
922,2011,2
507,1490,6
198,868,2
543,1644,8
29,811,2
1694,1490,24
91,708,120
1710,699,36
886,1958,10
611,369,81
377,1769,21
2051,571,2
1592,12081,4
770,275,16
1061,1944,33
1996,588,15
430,1078,160
373,96,3
92,1750,40
1174,722,5
428190,736,45
1948,1190,195
219,1208,2
22,568,12
572,1478,60
1970,1407,10
1762,479,115
1769,1367,56
1204,1616,3
1046,12081,0
214,2029,18
369,968,27
1976,27687,15
1042,547,27
1340,142,0
1709,1635,35
1412,123,35
22,1061,18
533,1165587,14
1793,1471,2
1204,17,22
803,2011,10
1448,1025,33
115,2057,21
12081,1309,4
2051,680,4
1529,1048,6
1801,1762,20
834,1432,66
257,1695,28
1341,1511,24
1739,868,20
5,1560,182
198,893,10
1065,1816,11
1812,1448,22
1536,1078,160
1491,1291,18
1970,680,8
304,224,12
1697,1886,16
1043,77,351
391,1870,32
657,1866,0
71,162,21
96,1667,1
745,1680,50
571,1212,26
202,1412,42
1026,342,24
1508,1309,3
71,578,28
72,1693,70
1618,86,18
1174,716,5
1737192,1409,6
392,1611,40
1373,307,20
1100,889,2
199,1416,5
1666,999,27
1338,482,1
1560,200,14
727,1738,2
446,1665,24
718,1341,60
1490,30,0
954,872,44
1560,1769,49
1346,184,12
61,1212,117
1925,1518,1
33,803,30
1644,1529,8
75,1414,51
2009,1725,0
1293,722,5
588,398,6
1293,1677,2
1993,1533,15
342,1389,12
350,905,210
1675,813,4
1111,1168,12
2007,1638,6
369,1744,99
1958,456,5
1254,770,128
1006,4,7
2,1026,8
2057,1799,15
245,26,7
1596,1227,15
1982,383,6
163,22,18
1799,590,5
245,1553,1
1192,203,4
1849,1694,12
1199,429,12
95,49,9
489,1556,60
212,292,3
745,349,10
1448,733,77
755,565,2
698,653,12
1190,1061,45
1164871,1521,6
889,341,1
493,179,51
968,1739,30
697,1697,0
1441,1247,39
536,1464,20
5,1703,546
1738,39,4
398,349,2
1982,1710,6
1000,35,32
1370,25,198
1533,364,5
429,1094,8
1880,920,36
1942,164,2
1549,55,28
999,1635,21
1948,863,26
1416,71,7
1951,1638,18
1542,1627,30
1659,1075,270
437,1179,2
1065,60,0
404,1478,30
1982,143,5
1534,1310,21
1841,1951,54
1450,572,168
1046,1545,0
1807,784,54
1199387,1490,42
708,615,80
1409,1897,6
48281,1477,0
522,1958,55
1818,1730,16
1573,1616,9
1644,658,0
484,1904,10
318,718,15
1870,255,80
1100,312,2
1616,1185,66
304,1592,4
770,1373,80
1497,1545,10
954,868,8
3180,219,10
64,666,2
1611,1630,55
71,2019,21
3582,1606,0
1580,307,32
1738,1697,2
274,446,12
952,292,6
285,834,66
1048,619,18
1677,1323,24
544,1912,6
1370,636,108
341,429,4
314,2051,6
658,1683,0
304,619,24
1178,1026,12
446497,1616,27
41,75,12
1194,1606,2
1104,1904,75
1557,611,36
275,1297,3
1343,12081,4
792,1616,3
361,275,6
1384,172,14
357,1683,63
738,340,1
116,886,36
1466,493,17
1993,318,3
611,1518,9
1908,2011,10
203,544,4
35,1695,16
914,304,56
364,1297,3
1398,285,12
763,1060,10
255,1853,45
338,219,11
285,1920,0
794,837,2
1365,1813,21
1762,1914,15
157,993,4
203,912,12
1480,1508,3
1688440,2089740,6
657,889,0
1944,271,22
1688440,26,42
22,271,12
302,25,22
1483,1975282,27
685,714,4
1199387,179,21
1220,1541,36
1110,380,81
482,1314,1
2024,1737,0
1573,1100,6
1309,26,7
72,1666,45
30,115,0
429,1048,12
512,91,15
611,1596,45
391,770,32
1946,1043,27
234,162,33
298,1521,3
2009,77,0
571,1585,6
578,1970,8
1463,373,87
259,1529,6
1948,1511,78
1533,1920,0
1478,1635,35
1467,224,21
1175,672,30
588,1075,18
993,1311,22
186,580,8
1199,317,12
277,1908,25
1013,1560,56
1227,1117,66
25,568,22
1975,3582,0
1807,1940,45
2056,2007,15
1309,22,6
312,229,0
136,1618,3
692,270,1
224,41,12
91,1341,60
1908,803,25
1880,1478,20
1311,1813,77
1384,39,8
1992,1813,35
1061,1866,3
1084,1271,36
267,142,0
175,1343,7
1554,456,20
736,1050,3
740,1786,40
271,708,16
581,1975,4
1078,1470,112
1944,1752,99
666,672,6
1569,1630,33
1069,27687,30
1797,115,105
1733,1323,12
296,1006,21
1786,1891,10
1511,162,18
1881,1975282,54
1630,1416,11
1638,791,18
685,115,7
891,960,55
1849,657,0
1737,525,0
91,1935,15
267,404,54
813,1697,4
2031,1786,10
1781,51,8
733,1649,21
611,1694,36
61,1920,0
1680,1432,30
1075,46,12
230,1322,12
1314,61,9
164,834,22
432,143,90
1534,392,56
486,1078,144
1248,259,3
391,572,24
1960,722,15
518,1060,10
811,1050,2
543,298,2
810,1384,6
1616,361,18
373,1920,0
350,1389,10
1665,22,36
1975,1944,22
832,755,8
30,1227,0
1462,1494,1
1462,224,3
699,203,24
740,270,4
1450,519,42
377,164,6
1858,811,6
1050,1946,1
1914,1853,27
697,9,0
350,1720,10
136,341,1
109,689,4
202,1730,24
1908,33,30
428190,1538,75
1060,567,5
406,1738,2
1821,350,15
517,1343,2
1776,163,18
1744,1193,22
55,307,16
1904,60,0
4,568,2
637,30,0
611,1611,45
1483,1368,90
1122,1752,27
854,1549,7
1247,391,26
115,1665,42
1078,483,16
1030,1464,140
512,805,8
1580,1739,80
1463,1542,290
1654,1122,6
322,1894,30
46,1412,14
1946,1633,9
1726,13,1
1982,1697,2
1549,1894,21
285,1611,30
164,1982,2
259,1851,3
1228,224,48
29,1557,4
275,267,9
1438,522,154
1220,419,72
271,483,2
233,489,4
17,31505,352
1799,1351,30
718,1193,30
1992,276,10
1541,1389,8
1407,203,20
372,1600,340
1596,175,35
149,685,20
1633,91,135
1407,1848,50
77,1084,52
1649,1517,3
785,342,6
456,1627,3
2057,398,6
1835,1726,0
920,179,27
708,428190,120
1194,203,8
276,2099426,2
1560,770,112
658,1536,0
1812,1667,2
889,318,1
179,814,9
1960,1483,9
1265,1666,36
404,238,18
1370,1618,54
1050,952,2
1877,1801,0
803,1480,5
2007,318,3
92,1094,20
541,1886,48
810,75,9
2,1762,10
17,988,44
1100,194,36
854,9,1
626,1341,4
200,803,10
1733,518,2
1725,162,3
2006,1762,5
446,810,12
1438,1449,70
40,1365,42
188,1573,12
1478,238,15
888,1897,0
163,1037,21
12081,697,0
277,533,35
657,64,0
429,142,0
1208,275,2
698,1366,21
541,304,24
1511,666,6
270,1110,9
1199387,1403,0
203,484,8
1849,270,3
1219,1935,19
481,225,15
727,2029,6
31505,940,16
1025,1,30
12081,1389,8
2006,271,2
1025,1061,9
1453,1841,6
872,3582,0
1693,573,56
1730,1322,8
1061,1521,9
1117,580,176
1048,626,3
275,312,1
1466,1976,3
692,1192,1
1912,150,42
109,877,24
430,291,20
1968,1026,8
805,1557,32
727,92,20
238,1638,6
814,2019,9
1185,626,22
1464,1940,50
1373,136,5
245,2018,13
1311,1970,22
1849,2041,6
1912,1870,96
40,72,70
1291,277,10
430,292,30
733,369,63
186,1968,2
1611,1953,5
1000,1111,32
1921,1060,30
270,547,3
1710,1545,60
267,1993,27
1616,1970,6
637,1946,3
14446,1343,6
922,136,1
1178,1612,18
1633,396,72
380,1581,81
369,1344,198
1960,889,3
571,406,4
1940,1491,45
1849,527,3
1615,1341,32
342,1416,6
571,1174,2
1212,318,13
341,565,1
1976,83,21
1810,1477,6
1344,1747,22
1441,2031,3
1703,1994,21
1111,1323,48
1117,1168,66
1343,1384652,11
137,1124,18
534,988,4
214,1880,24
1311,648,66
1853,544,9
512,1782,9
792,48281,0
1271,109,36
1254,1124,16
2,233,2
1199387,1747,7
1549,1950,7
1848,255,50
1948,1797,195
1602,117,8
636,131,0
430,699,60
486,666,9
741,2024,4
2051,893,10
149,791,180
990,1616,33
456,1223,5
680,1265,16
1627,361,18
512,1311,11
1996,1854,5
1881,1854,6
993,1048,6
1384652,364,11
1710,1271,54
4,1615,8
1010,1644,4
1737,475,0
198,2057,3
1944,1409,66
5,1769,182
1737,29,0
1635,1046,0
1521,35,12
459,571,4
1529,100,8
186,770,16
1389,2,4
275,763,2
1233,380,72
2019,1343,3
1154,285,72
291,1897,2
1000,1,80
298,1632,31
653,1026,16
1124,234,22
58,493,119
1886,1960,24
988,1490,12
1615,1467,56
1433,888,0
893,519,30
745,212,10
689,350,5
1314,1982,1
72,1322,10
1536,512,10
199,813,10
1649,380,27
12081,755,8
1556,1084,60
39,1466,4
755,1862,14
29,1084,4
322,811,20
1596,1110,45
1529,1602,2
1810,1786,30
803,1737192,5
392,1249,48
1453,1968,2
178,1752,9
350,163,15
350,1175,25
361,1627,18
342,423,12
517,1925,2
296,1164871,6
1793,479,46
1541,481,12
1633,565,9
1782,842,27
77,1666,117
1190,1248,15
740,1389,8
1438,2011,28
224,832,12
615,2,20
149,233,20
718,1797,225
1223,259,15
1000,456,8
1720,162,6
291,1174,2
1667,1782,9
1632,175,217
3582,1536,0
518,966,4
2019,543,6
2031,109,4
1667,1597,1
1616,1223,15
1624,430,20
1597,1866,1
1109,1960,18
518,952,4
1403,1111,0
142,2,0
1854,1533,5
770,1219,304
1557,83,28
1630,578,44
1807,920,81
1363,2,12
307,86,24
1553,277,5
1703,637,63
645,109,8
1463,1511,174
1046,1737192,0
2056,940,5
541,1208,12
200,1950,2
1322,398,4
1781,392,8
854,131,0
1480,1767,3
1627,1370,54
2009,58,0
361,1384652,66
285,429,24
481,489,12
1436,1854,11
1517,163,3
1192,1877,0
1065,493,17
1744,361,66
1920,1013,0
1630,116,198
369,854,9
1993,212,3
1841,1940,30
1556,1117,330
296,1403,0
1353,1654,12
1580,813,16
1556,1670,0
1813,507,7
1812,298,2
2056,234,55
202,1659,270
1677,2047,4
428190,35,60
877,648,36
1441,1710,18
1554,755,40
