u,v,GD
838,1233,-3
1266,1854,0
1948,456,-3
3582,13,0
29,877,-3
77,479,-2
1464,2011,-2
1946,1994,-4
1730,25,-4
349,1193,0
349,1750,-4
1886,396,-3
680,1807,-3
305,204,-3
565,25,-4
12081,648,-3
157,1976,-4
377,172,-4
1776,1407,-3
1580,1854,0
1865,1122,-4
202,1914,-4
1373,1314,-4
1830,475,0
1368,1710,-3
61,1830,-3
270,1580,0
1849,1026,0
1920,1471,0
1478,1199387,-3
1767,1212,-3
733,2019,-2
481,1124,-4
1111,342,-3
2089740,1497,-3
2041,1835,0
1109,1627,-4
414,1667,-4
1624,1616,-3
803,1821,-3
519,1875,-4
377,1993,0
1247,1810,-3
1940,55,-3
868,889,0
1553,1996,-3
298,398,0
1497,1116,0
1467,1849,-4
1769,143,-4
1975282,1199387,-4
1912,1248,-4
1238,296,-4
1438,369,-3
369,1212,-3
1612,567,-4
1517,446497,-4
1109,277,-3
920,1094,-4
1975,1767,-4
1560,1104,-3
163,4,-4
1497,1747,0
1441,234,-4
1025,1228,-3
1870,30,0
200,658,0
1666,198,-4
1117,813,-4
1618,527,-4
1432,785,0
763,1168,-4
1573,41,-4
64,1337,0
1060,1624,-3
1944,1693,-3
275,1448,-3
1841,568,0
123,1521,-4
459,341,0
744,92,-3
1175,692,-4
318,854,0
718,1037,-2
364,1265,0
2,615,-4
1680,1192,-3
2024,803,0
1738,17,-4
1968,1094,-4
1449,568,0
891,1521,-4
936,1993,-4
1675,58,0
692,276,-4
868,391,0
1311,150,-4
1830,1384,-4
916,271,0
1048,534,-4
1116,1441,-3
1769,755,-2
136,590,0
1227,1709,-4
1992,1618,-3
46,1950,-4
486,699,-1
1014,200,0
136,893,-4
590,1658,0
13,1982,0
832,322,-3
1849,811,-4
578,987,-4
100,1094,-4
738,863,0
17,1976,-3
72,203,-3
1438,1877,0
437,26,-4
2056,55,-4
1412,2099426,-3
406,533,-4
205,573,0
270,1866,0
1046,792,0
48281,1914,0
1658,1644,-3
1920,1025,0
1975282,1063,-3
2029,186,-3
1042,414,-2
1912,1569,-4
1720,194,-2
1665,459,-4
1030,525,-4
432,72,-3
162,1851,0
1414,1688440,-2
1337,1813,0
863,1633,0
270,377,0
527,428190,-4
1193,1063,-3
39,1529,-1
1560,1630,-2
748,872,-2
178,527,0
940,1744,-4
580,920,-3
481,1841,-4
205,1970,0
914,1776,-3
581,39,0
1467,1666,-3
653,2009,0
1881,4,0
763,1841,-4
3582,274,0
1109,25,-3
1192,1494,0
1654,109,0
1996,1632,-2
428190,738,-4
1654,430,-4
1353,77,-2
2024,954,-4
48281,1946,0
1897,1862,-4
2018,517,-3
1894,1925,-4
1616,1841,-4
2018,1194,0
697,456,0
230,86,-4
338,1078,-3
1193,274,-4
391,1384,0
1904,834,-3
1703,225,-2
1341,391,0
716,429,-3
1111,832,-3
1249,149,-3
1737,805,0
2009,1,0
1920,162,0
267,1421,-3
414,302,-3
1545,1638,-4
1538,1848,-2
35,1043,-3
2007,1630,-3
456,626,-4
1545,518,-4
565,1219,-4
199,51,-3
657,785,0
940,1665,-4
699,482,-4
1398,2009,0
77,186,-4
580,1946,-4
1948,2006,-3
619,578,-4
590,1908,0
1441,305,-4
954,1323,-3
1709,1110,-3
1630,519,-4
1014,1179,-4
1894,699,-3
1848,48281,0
1060,459,0
1818,958,-3
49,863,0
396,541,-3
1993,1511,-4
680,1908,-4
1870,810,-3
150,1030,-3
1212,432,-3
1063,666,-4
1341,1960,-4
157,2099426,-4
1013,1046,0
792,1363,0
242,1254,-4
373,611,-2
1432,1421,-4
611,270,0
238,1854,0
298,1310,0
396,1536,-3
745,1553,-4
2057,1818,-4
794,1412,-3
1951,202,-3
219,1935,0
1013,205,0
60,645,0
1688440,1665,-3
475,2047,0
1730,1747,0
1373,1293,0
312,1875,-4
1110,1688440,-3
229,22,0
298,274,0
1223,1508,0
116,763,-4
619,1343,-4
1534,423,-4
763,1667,-4
1450,1600,-2
1877,14446,0
571,349,0
1866,430,-4
377,1726,0
657,150,0
741,877,-3
1694,1536,-3
1223,1006,-4
588,1993,0
163,1480,0
1573,1142,0
184,1297,-4
1546,338,-4
446,1470,-4
30,150,0
727,482,-4
1271,1006,-3
699,893,-3
1486,341,0
1654,1726,-4
1521,1310,0
1199,1992,-3
1462,72,-4
736,832,-4
1223,1178,-4
1238,233,0
203,952,-4
626,958,-4
1351,175,-4
1536,1030,-3
1453,1199,0
1078,1373,-2
1322,75,-4
58,1592,-4
1738,1109,-4
340,1894,0
1818,194,-3
1199,1075,-3
619,1782,-3
685,588,-4
1569,1710,-3
1063,784,-3
1208,1703,-3
1050,267,-3
1737,672,0
966,1690,0
1881,727,-4
41,2007,-4
338,785,-4
1065,736,-4
636,1204,0
1075,83,-3
1521,952,0
1322,993,0
2041,178,0
39,271,-4
1494,391,0
1762,1677,-4
1994,1821,0
1409,1658,-4
1344,48281,0
512,1314,0
567,565,0
2041,1948,-3
1665,1249,-2
573,993,0
1247,1416,-3
863,1111,0
672,2099426,-3
1849,1948,-3
175,993,0
580,163,-2
219,1726,0
1154,1069,-3
234,1720,-3
1043,543,-3
224,1793,0
889,58,0
536,1084,-4
39,1769,0
1111,2056,-4
1709,230,-4
1529,1580,-4
1463,1670,0
837,1820,0
1494,96,0
92,813,-4
1185,391,-4
1309,1880,0
1862,483,-4
484,142,0
1421,1675,-4
1851,1675,0
1398,1767,-4
1786,792,-4
245,1929,0
736,1790,-4
1897,1323,0
1970,77,-4
872,2010,-4
230,175,-4
877,1463,-2
298,1545,-4
891,1733,0
1471,1752,-4
837,1014,0
1521,1490,-4
1063,277,-2
741,912,-4
2006,1517,-4
1975,685,-4
1185,275,-4
71,394,0
1311,61,-3
1994,1951,-4
1982,1050,0
755,1667,0
1228,1816,-2
1762,1006,-4
1409,198,-2
922,188,-3
922,1178,0
51,1886,-3
39,1585,0
987,722,-4
1013,1536,-3
1624,1709,-3
1654,1635,-4
13,1291,0
1585,722,-4
1094,230,-4
60,1164871,0
1026,162,-4
1165587,1178,0
1046,1497,0
525,29,0
1797,369,-3
1597,1534,0
233,115,-4
317,383,-3
2,672,-3
1841,2018,-3
1556,194,-3
525,1407,0
590,225,0
429,255,-3
699,1438,-3
1010,1675,0
2029,489,-4
2029,212,-4
1904,1398,-3
1094,1409,-4
1193,1752,-4
527,26,-4
1370,4,-4
1353,1818,-2
1266,361,-3
990,1951,-3
1228,689,-3
1233,1450,-2
12081,1912,-4
1490,1233,-4
91,483,-3
889,1862,0
832,1464,-3
204,1175,-4
1557,1353,-2
489,1340,-4
212,361,-3
1322,479,-1
1810,75,-4
1709,72,-3
27687,369,-4
1199387,229,0
1014,40,-4
1881,91,-4
234,912,-3
40,1154,-3
314,22,-3
61,1467,-3
350,318,-4
302,481,0
1486,3180,-3
122,1142,0
1635,72,-3
41,479,-2
350,1737192,0
203,437,-4
1799,770,-3
565,1744,-4
198,916,0
1602,1790,0
588,61,-3
745,1750,-4
225,109,-4
456,1063,-3
1908,2057,-4
40,1078,-3
1569,188,-4
1094,116,-4
1633,184,-3
203,1037,-3
1821,71,-4
296,489,-3
543,1384652,-3
1199387,519,0
92,692,-4
131,1529,0
565,364,0
588,1912,-4
689,796,0
1976,1908,-3
1982,872,-2
1560,1154,-2
1508,1841,-3
1265,987,-3
916,1370,-4
2089740,2,0
1813,543,-4
578,525,0
1908,722,-4
1518,255,-3
1946,716,-4
1314,544,0
428190,2089740,-4
404,718,-3
131,893,0
699,1841,-4
2009,1738,0
1223,194,-4
493,51,-2
1478,27687,-3
565,868,0
1573,966,0
1164871,430,-3
1477,834,-4
1816,990,-2
1199,745,-3
755,1769,-2
1511,150,-4
1037,1666,-3
1750,1271,-4
1486,680,-3
565,1854,0
517,1438,-4
1122,1111,-4
1168,1891,0
1912,380,-3
312,1367,-3
658,2,0
1462,71,-4
1726,1602,0
763,1478,-4
1338,954,-4
1649,1786,-3
1750,96,0
304,446497,-4
1935,572,0
1703,1737192,-4
785,1935,0
1010,1142,0
456,396,-3
527,1693,-3
163,1344,-2
1464,751,-4
164,541,-4
1392,619,0
91,1168,-4
1797,1849,-2
1010,1994,0
517,1199387,-4
95,1875,-3
163,1323,-3
525,298,0
96,1666,-4
1816,1341,-3
1518,1341,-4
1737192,2024,0
40,791,-3
1912,172,-4
109,940,0
200,791,-4
1649,999,-4
25,805,-3
1853,1014,-4
1942,40,-4
203,1147,-3
391,993,0
136,41,-4
1976,1490,0
863,1185,0
1738,512,0
1556,1688440,-2
22,1821,-3
1521,1538,-3
567,1542,-3
131,755,0
1970,202,-4
305,588,0
1853,446,-2
406,1384652,-4
518,486,-4
1793,803,-4
305,1581,-3
1373,810,-1
233,229,0
1521,1680,0
872,708,-3
1744,1881,-1
1104,394,0
1491,1529,-4
1367,1142,0
751,1683,-3
394,1248,0
91,1914,-3
1409,1337,0
1786,314,-2
3582,1948,0
1165587,1293,-4
1147,1111,-4
1117,891,-3
1323,1463,-2
1233,202,-3
1309,184,-3
72,39,0
446497,1433,-4
565,1254,-3
1142,456,0
188,1581,-3
708,392,-3
1781,914,-4
1238,738,-4
751,1875,-3
150,357,-3
1744,322,-3
512,868,0
763,1975282,-3
1635,1384,-4
1219,954,-3
1050,1384,-4
212,29,-3
33,198,-4
805,274,-4
117,891,-2
1912,1453,0
791,1338,-3
1322,842,-4
1414,708,-2
736,115,-3
1433,292,-3
1801,1581,-4
699,1670,0
1870,1466,0
1533,481,-4
1421,740,-4
178,1703,-3
877,814,0
3582,1220,0
486,1816,-2
285,1065,-3
1449,1344,-3
1175,1851,-4
437,834,-4
1291,1398,-4
1227,136,-4
1199387,1094,-4
1266,1737,0
372,740,-3
1592,55,0
1881,1370,-3
1353,837,-4
1670,636,0
1733,755,-4
2009,1690,0
2029,1384652,-3
437,1490,-4
341,1618,-4
479,791,-2
680,1649,-4
940,83,-3
1807,1311,-3
1624,1254,-4
1592,796,0
214,481,-4
1801,131,0
459,162,0
716,1384,-3
572,456,-4
276,714,-4
1366,1065,-3
143,373,-4
245,1050,0
1340,1688440,-3
1908,3180,-4
1494,999,0
1266,1556,-3
637,571,0
1117,186,-3
1690,277,-4
1820,71,-4
1556,267,-1
571,1483,0
1100,317,-3
1337,1993,0
1801,1344,-2
1212,960,-3
637,1853,-3
1611,432,-3
1192,1680,-3
131,1416,0
1649,658,0
1494,233,0
60,1581,0
1110,1730,-3
1453,398,-3
1060,692,-4
1644,794,-4
1776,475,0
483,1848,-4
31505,4,-4
1441,1470,-4
1311,1043,-2
785,1670,0
1635,722,-3
1025,1738,-4
1449,1373,-4
285,517,-3
2051,2011,0
1199,1654,-4
1738,1130097,0
1014,318,-4
77,1365,-4
204,1549,-3
1100,1851,-4
1462,357,-4
377,1026,-4
922,2011,-3
507,1490,0
198,868,0
543,1644,-4
29,811,0
1694,1490,-4
91,708,-3
1710,699,-2
886,1958,-3
611,369,-3
377,1769,0
2051,571,0
1592,12081,-4
770,275,-3
1061,1944,-3
1996,588,-4
430,1078,-2
373,96,0
92,1750,-4
1174,722,0
428190,736,-4
1948,1190,-2
219,1208,0
22,568,-4
572,1478,-4
1970,1407,-4
1762,479,-3
1769,1367,-3
1204,1616,0
1046,12081,0
214,2029,-3
369,968,-4
1976,27687,-3
1042,547,-4
1340,142,0
1709,1635,-3
1412,123,-3
22,1061,-4
533,1165587,-3
1793,1471,0
1204,17,0
803,2011,-3
1448,1025,-3
115,2057,-3
12081,1309,-3
2051,680,-3
1529,1048,-4
1801,1762,-4
834,1432,-4
257,1695,-3
1341,1511,-4
1739,868,0
5,1560,-2
198,893,-3
1065,1816,-3
1812,1448,-4
1536,1078,-3
1491,1291,-4
1970,680,-4
304,224,-4
1697,1886,-3
1043,77,-2
391,1870,-4
657,1866,0
71,162,-4
96,1667,0
745,1680,-3
571,1212,-4
202,1412,-4
1026,342,-4
1508,1309,0
71,578,-4
72,1693,-3
1618,86,-4
1174,716,-4
1737192,1409,-3
392,1611,-3
1373,307,0
1100,889,0
199,1416,-3
1666,999,-4
1338,482,-4
1560,200,-3
727,1738,0
446,1665,-4
718,1341,-4
1490,30,0
954,872,-2
1560,1769,-4
1346,184,0
61,1212,-4
1925,1518,-4
33,803,-4
1644,1529,-4
75,1414,-4
2009,1725,0
1293,722,-4
588,398,0
1293,1677,0
1993,1533,-3
342,1389,-2
350,905,-3
1675,813,0
1111,1168,-4
2007,1638,-4
369,1744,-2
1958,456,0
1254,770,-3
1006,4,0
2,1026,0
2057,1799,-3
245,26,-4
1596,1227,0
1982,383,-3
163,22,-3
1799,590,-4
245,1553,-4
1192,203,-3
1849,1694,-4
1199,429,-3
95,49,-3
489,1556,-3
212,292,-4
745,349,-4
1448,733,-4
755,565,0
698,653,0
1190,1061,-2
1164871,1521,0
889,341,0
493,179,-3
968,1739,-4
697,1697,0
1441,1247,-3
536,1464,-2
5,1703,-2
1738,39,0
398,349,0
1982,1710,-3
1000,35,-3
1370,25,-1
1533,364,-4
429,1094,-4
1880,920,-4
1942,164,0
1549,55,-4
999,1635,-4
1948,863,0
1416,71,-3
1951,1638,-4
1542,1627,-3
1659,1075,-2
437,1179,0
1065,60,0
404,1478,-4
1982,143,-4
1534,1310,-4
1841,1951,-3
1450,572,-3
1046,1545,0
1807,784,-3
1199387,1490,-4
708,615,-2
1409,1897,-4
48281,1477,0
522,1958,-3
1818,1730,-4
1573,1616,-4
1644,658,0
484,1904,0
318,718,-4
1870,255,-2
1100,312,0
1616,1185,-1
304,1592,-4
770,1373,-3
1497,1545,-4
954,868,0
3180,219,-4
64,666,0
1611,1630,-3
71,2019,-3
3582,1606,0
1580,307,-4
1738,1697,0
274,446,-4
952,292,0
285,834,-2
1048,619,-4
1677,1323,-4
544,1912,0
1370,636,-2
341,429,0
314,2051,-4
658,1683,0
304,619,-3
1178,1026,0
446497,1616,-4
41,75,0
1194,1606,0
1104,1904,-3
1557,611,-3
275,1297,-4
1343,12081,-3
792,1616,0
361,275,-4
1384,172,-4
357,1683,-3
738,340,0
116,886,-3
1466,493,-4
1993,318,0
611,1518,-3
1908,2011,-3
203,544,-4
35,1695,-4
914,304,-3
364,1297,-4
1398,285,0
763,1060,-4
255,1853,-2
338,219,-3
285,1920,0
794,837,-3
1365,1813,-4
1762,1914,0
157,993,0
203,912,-3
1480,1508,0
1688440,2089740,-3
657,889,0
1944,271,-4
1688440,26,-4
22,271,-4
302,25,-4
1483,1975282,-4
685,714,-4
1199387,179,-4
1220,1541,-3
1110,380,-4
482,1314,-2
2024,1737,0
1573,1100,-2
1309,26,-4
72,1666,-2
30,115,0
429,1048,-3
512,91,-2
611,1596,-4
391,770,-3
1946,1043,-3
234,162,-3
298,1521,0
2009,77,0
571,1585,0
578,1970,0
1463,373,-3
259,1529,0
1948,1511,-4
1533,1920,0
1478,1635,-3
1467,224,-4
1175,672,-3
588,1075,-4
993,1311,0
186,580,-4
1199,317,-4
277,1908,-3
1013,1560,-3
1227,1117,-2
25,568,-3
1975,3582,0
1807,1940,-4
2056,2007,-4
1309,22,-4
312,229,0
136,1618,-4
692,270,0
224,41,-4
91,1341,-3
1908,803,-3
1880,1478,-4
1311,1813,-3
1384,39,0
1992,1813,-3
1061,1866,-4
1084,1271,-4
267,142,0
175,1343,-4
1554,456,-4
736,1050,-4
740,1786,-2
271,708,-4
581,1975,0
1078,1470,-3
1944,1752,-3
666,672,0
1569,1630,-2
1069,27687,-3
1797,115,-2
1733,1323,-3
296,1006,-4
1786,1891,-4
1511,162,-2
1881,1975282,-4
1630,1416,-4
1638,791,-4
685,115,-3
891,960,-2
1849,657,0
1737,525,0
91,1935,0
267,404,-2
813,1697,-4
2031,1786,-4
1781,51,0
733,1649,-4
611,1694,-4
61,1920,0
1680,1432,-4
1075,46,-3
230,1322,-3
1314,61,-3
164,834,-2
432,143,-3
1534,392,-3
486,1078,-3
1248,259,-4
391,572,-3
1960,722,-4
518,1060,0
811,1050,0
543,298,0
810,1384,0
1616,361,-3
373,1920,0
350,1389,-4
1665,22,-4
1975,1944,-3
832,755,-4
30,1227,0
1462,1494,0
1462,224,-4
699,203,-2
740,270,0
1450,519,-4
377,164,-3
1858,811,0
1050,1946,0
1914,1853,-4
697,9,0
350,1720,-4
136,341,0
109,689,-4
202,1730,-3
1908,33,-3
428190,1538,-3
1060,567,-4
406,1738,0
1821,350,-4
517,1343,-4
1776,163,-4
1744,1193,-4
55,307,-4
1904,60,0
4,568,0
637,30,0
611,1611,-3
1483,1368,-4
1122,1752,-3
854,1549,0
1247,391,-4
115,1665,-3
1078,483,-3
1030,1464,-2
512,805,-3
1580,1739,-4
1463,1542,-3
1654,1122,-4
322,1894,-4
46,1412,-4
1946,1633,-4
1726,13,0
1982,1697,-2
1549,1894,-3
285,1611,-4
164,1982,-4
259,1851,-4
1228,224,-3
29,1557,-4
275,267,-4
1438,522,-3
1220,419,-3
271,483,0
233,489,0
17,31505,-2
1799,1351,-3
718,1193,-3
1992,276,-4
1541,1389,-4
1407,203,-2
372,1600,-2
1596,175,0
149,685,-4
1633,91,-3
1407,1848,-3
77,1084,-3
1649,1517,-3
785,342,-3
456,1627,-4
2057,398,0
1835,1726,0
920,179,-4
708,428190,-3
1194,203,0
276,2099426,-4
1560,770,-3
658,1536,0
1812,1667,0
889,318,0
179,814,-4
1960,1483,0
1265,1666,-3
404,238,-4
1370,1618,-1
1050,952,0
1877,1801,0
803,1480,0
2007,318,0
92,1094,-4
541,1886,-4
810,75,-4
2,1762,-4
17,988,-2
1100,194,-4
854,9,0
626,1341,-4
200,803,-4
1733,518,0
1725,162,-4
2006,1762,-4
446,810,-4
1438,1449,-3
40,1365,-3
188,1573,0
1478,238,-4
888,1897,0
163,1037,-3
12081,697,0
277,533,-3
657,64,0
429,142,0
1208,275,0
698,1366,0
541,304,-4
1511,666,0
270,1110,-4
1199387,1403,0
203,484,-4
1849,270,0
1219,1935,-4
481,225,-4
727,2029,-3
31505,940,-4
1025,1,-2
12081,1389,-4
2006,271,0
1025,1061,-4
1453,1841,0
872,3582,0
1693,573,-4
1730,1322,-3
1061,1521,-4
1117,580,-2
1048,626,-3
275,312,0
1466,1976,0
692,1192,-3
1912,150,-3
109,877,-4
430,291,-4
1968,1026,-4
805,1557,-3
727,92,-4
238,1638,0
814,2019,-3
1185,626,-3
1464,1940,-3
1373,136,0
245,2018,-3
1311,1970,-4
1849,2041,-3
1912,1870,-2
40,72,-2
1291,277,-4
430,292,-3
733,369,-3
186,1968,0
1611,1953,-4
1000,1111,-4
1921,1060,-4
270,547,-4
1710,1545,-3
267,1993,-3
1616,1970,-4
637,1946,-4
14446,1343,-4
922,136,0
1178,1612,-3
1633,396,-3
380,1581,-3
369,1344,-3
1960,889,0
571,406,0
1940,1491,-3
1849,527,0
1615,1341,-4
342,1416,-3
571,1174,0
1212,318,-4
341,565,0
1976,83,-2
1810,1477,0
1344,1747,0
1441,2031,0
1703,1994,-4
1111,1323,-4
1117,1168,-3
1343,1384652,-4
137,1124,-4
534,988,0
214,1880,-4
1311,648,-4
1853,544,-4
512,1782,-4
792,48281,0
1271,109,-4
1254,1124,-3
2,233,-4
1199387,1747,0
1549,1950,-4
1848,255,-3
1948,1797,-2
1602,117,-4
636,131,0
430,699,-2
486,666,0
741,2024,0
2051,893,-4
149,791,-3
990,1616,-3
456,1223,0
680,1265,-4
1627,361,-3
512,1311,-3
1996,1854,0
1881,1854,0
993,1048,0
1384652,364,-4
1710,1271,-2
4,1615,-4
1010,1644,0
1737,475,0
198,2057,-4
1944,1409,-3
5,1769,-3
1737,29,0
1635,1046,0
1521,35,-4
459,571,0
1529,100,-4
186,770,-3
1389,2,-4
275,763,-4
1233,380,-3
2019,1343,-4
1154,285,-3
291,1897,-4
1000,1,-1
298,1632,-4
653,1026,0
1124,234,-4
58,493,-3
1886,1960,-4
988,1490,0
1615,1467,-3
1433,888,0
893,519,-4
745,212,-3
689,350,-3
1314,1982,-2
72,1322,-3
1536,512,-4
199,813,-4
1649,380,-3
12081,755,-4
1556,1084,-1
39,1466,0
755,1862,-4
29,1084,0
322,811,-4
1596,1110,0
1529,1602,0
1810,1786,-3
803,1737192,0
392,1249,-3
1453,1968,-4
178,1752,0
350,163,-2
350,1175,-3
361,1627,-3
342,423,-3
517,1925,-4
296,1164871,-4
1793,479,-4
1541,481,-4
1633,565,-3
1782,842,-4
77,1666,-3
1190,1248,-4
740,1389,-4
1438,2011,-4
224,832,-4
615,2,-4
149,233,-4
718,1797,-3
1223,259,-1
1000,456,-3
1720,162,-4
291,1174,0
1667,1782,-3
1632,175,-3
3582,1536,0
518,966,-4
2019,543,-4
2031,109,0
1667,1597,0
1616,1223,0
1624,430,-4
1597,1866,0
1109,1960,-4
518,952,-4
1403,1111,0
142,2,0
1854,1533,0
770,1219,-2
1557,83,-3
1630,578,-4
1807,920,-3
1363,2,-4
307,86,0
1553,277,0
1703,637,-2
645,109,-4
1463,1511,-2
1046,1737192,0
2056,940,-4
541,1208,-4
200,1950,-3
1322,398,0
1781,392,0
854,131,0
1480,1767,0
1627,1370,-3
2009,58,0
361,1384652,-2
285,429,-4
481,489,0
1436,1854,-4
1517,163,-4
1192,1877,0
1065,493,-3
1744,361,-3
1920,1013,0
1630,116,-3
369,854,-4
1993,212,-4
1841,1940,-3
1556,1117,-2
296,1403,0
1353,1654,-4
1580,813,-3
1556,1670,0
1813,507,-4
1812,298,-4
2056,234,-3
202,1659,-3
1677,2047,-4
428190,35,-2
877,648,-3
1441,1710,-4
1554,755,-4
