u,v,PA
259,430,7
287,370,25
2521991,108465,7
206,42,55
137,390,33
556,486,224
737,287,5
384,8,10
781,645,9
852,299,18
266,402,15
740,42,30
264,63,6
489,528,14
831,697,12
37,745,8
813,514,17
87,775,2
58,529,16
486,27687,56
204,770,110
305,77,9
613,234,36
39,303,3
567,203,8
402,195,15
360,61,4
350,512,45
350,225,54
580,730,8
219,796,40
922,350,9
369,242,0
541,719,8
922,225,6
631,578,3
522,313,0
615,17,40
71,398,24
527,503,80
390,621,0
825,722,8
631,840,0
87,784,8
551,75,64
706,781,3
832,429,18
55,305,24
605,35,19
316,390,3
309844,204,99
519,891,20
699,55,56
598,394,8
580,636,40
430,5,63
621,571,0
446,716,0
784,446,16
305,634,12
897,224,3
318,852,30
22,730,6
116,825,68
534,26,75
233,703,56
423,299,54
503,792,8
718,751,6
404,17,115
514,34,221
302,922,2
59,657,45
406,247,18
611,83,90
242,483,0
432,157,20
831,9,3
432,259,10
791,224,6
578,235,8
457,373,36
390,342,48
507,224,15
832,318,10
439,825,10
431,394,40
60,519,35
541,1,8
852,810,66
121,33,90
863,22,6
257,437,96
224,571,63
277,115,45
444,430,7
326,26,75
44,888,12
257,795,36
235,299,24
71,439,60
719,376,2
83,37,60
207,765,1
775,459,1
917,195,3
837,224,9
547,233,84
733,302,12
619,305,9
85,856,1
714,680,88
799,235,32
872,444,5
277,588,45
279,888,6
17,285,20
30,680,121
755,44,36
76,59,27
534,55,40
550,369,16
235,146270,16
225,39,18
556,842,28
729,512,25
332,726,95
85,242,0
479,852,24
8,430,7
758,573,168
512,437,40
550,614,6
207,370,5
483,25,105
247,51,17
713,170,3
429,751,9
837,697,12
184,922,1
792,83,30
518,863,12
30,259,11
838,834,4
799,861,40
729,287,25
489,42,35
55,72,56
813,34,13
667,202,18
703,341,72
34,428,0
33,615,80
133,611,48
146270,518,12
897,557,4
296,614,12
219,608,40
203,311,1
422,267,182
231,316,3
230,30,33
204,145,11
350,22,27
543,737,1
727,563,9
428,922,0
147,727,18
17,279,10
396,302,40
840,72,0
722,475,28
657,2089740,20
232,922,5
361,117,7
63,889,5
232,838,10
247,34,13
204,914,11
551,536,24
30,897,11
194,95,8
92,667,52
225,729,30
322,459,6
230,550,6
876,825,4
8,719,2
266,459,3
810,39,33
296,719,8
782,891,16
13,22,21
917,44,4
277,673,81
917,888,3
238,445,12
235,781,24
512,431,50
605,394,4
489,234,84
572,9,7
888,737,3
2521991,60,7
384,784,40
364,897,9
342,25,240
27687,718,42
922,503,4
362,785,8
522,143,24
462,76,18
170,27687,21
534,770,50
428,5,0
99,242,0
170,483,21
39,402,15
810,813,11
667,493,56
76,99,12
316,667,2
207,831,3
550,202,18
838,2521991,2
795,394,12
667,503,8
115,194,40
872,697,20
889,404,115
406,46,126
5,580,36
572,758,84
721,634,48
521,22,27
727,225,18
636,37,40
136,372,49
567,116,272
431,557,40
727,22,9
207,2089740,4
277,431,90
557,580,16
699,396,140
613,189,3
726,916,38
459,697,4
775,308,8
266,350,27
13,631,21
782,428,0
317,598,2
404,115,115
588,35,95
133,521,72
897,327,11
797,414,96
67,775,4
568,145,6
55,163,16
571,444,21
792,30,22
891,550,8
318,733,30
563,242,0
529,784,4
1,326,10
85,91,40
402,699,35
292,35,38
718,121,54
392,785,10
225,362,24
234,30,132
85,706,1
414,813,6
61,391,5
1,538,2
33,342,160
234,536,36
77,203,3
475,406,126
