u,v,GD
194,61,-3
296,77,-3
161,44,0
199,264,-3
257,122,-1
390,189,0
308,91,-1
161,152,-4
189,161,0
95,238,-3
34,203,-1
100,85,-3
137,225,-3
115,369,-3
72,328,-3
275,233,-3
61,349,-3
214,22,-4
357,414,-4
389,143,-3
341,377,-4
143,85,-3
40,399,-3
372,101,-3
58,394,-2
414,124,-3
61,395,-3
71,363,0
434,207,-4
101,404,-4
204,238,-1
318,384,0
350,204,-3
67,49,-3
287,35,-3
46,172,-2
9,101,-3
30,78,-2
25,58,-1
332,30,-2
341,40,-3
36,121,-3
2089740,100,-3
280,285,-4
371,373,-2
404,78,-4
111,341,-3
308,193,-3
395,377,-3
332,122,-2
61,422,-4
422,230,-4
92,207,-2
44,358,-3
313,277,-4
186,380,-2
373,399,-4
77,308,-3
33,86,-3
389,96,-3
58,363,0
264,227,-3
87,230,-3
318,304,-3
44,9,-3
32,172,-3
22,173,-4
115,100,-3
44,49,-4
390,59,0
219,396,-3
233,395,-3
231,42,-3
214,303,-3
5,417,-3
257,55,-3
194,204,-2
163,32,-3
115,198,-3
55,216,-2
9,8,-1
164,58,0
164,30,0
216,51,-3
195,55,-3
271,349,-3
192,77,-3
309844,390,0
106,161,-4
102,216,-4
305,271,-3
309844,8,-4
259,184,0
34,264,-2
285,383,-3
275,414,-4
34,266,-2
143,2089740,-3
37,161,-3
287,271,-4
340,189,-4
194,266,-3
93,316,-2
96,233,-2
186,163,-4
311,287,-4
307,357,-3
191,93,-3
83,30,-2
59,49,-3
106,136,-2
30,231,-2
410,370,0
184,115,0
1,219,-3
115,311,-4
383,349,-2
59,170,-3
95,394,-3
87,51,-3
402,234,-3
96,358,-2
373,309844,-3
85,26,-3
146270,1384652,-4
157,259,-4
136,410,-4
77,1384652,-2
269,63,-3
51,312,-2
106,93,-3
81,86,-3
414,194,-4
383,35,-2
305,349,-3
170,78,-4
292,238,-3
292,122,-3
93,9,-3
170,22,-4
394,117,-3
383,153,-3
234,143,-3
184,243,0
48,308,-2
93,259,-4
216,13,-3
78,231,-3
161,232,-4
257,292,-3
172,33,-1
198,428,-3
287,48,-3
143,60,-2
434,275,-3
434,48,-3
199,304,-3
32,93,-3
67,267,-2
246,13,-3
341,32,-3
145,203,-3
312,238,-3
96,49,-2
308,117,-2
58,280,-3
192,404,-3
384,332,-4
242,399,-4
44,372,-4
1384652,37,-3
380,101,-3
145,71,-3
86,2089740,-1
227,2089740,-3
46,369,-2
188,2089740,-2
46,78,-3
231,1384652,-2
395,332,-3
143,22,-4
194,384,0
37,199,-3
136,363,0
72,280,-4
184,22,0
161,192,-4
216,303,-3
246,316,-2
100,172,-2
116,30,-1
219,50,-3
200,302,-3
417,170,-4
55,34,-1
313,55,-3
389,224,-4
234,44,-2
287,163,-4
81,93,-2
91,390,0
58,50,-2
227,246,-2
428,394,-4
170,2089740,-2
232,8,-4
147,188,-2
39,302,-3
340,95,-3
149,404,-4
328,357,0
123,383,-3
243,34,-3
349,1,-2
318,369,-3
309844,87,-2
305,188,-3
390,173,0
55,422,-3
36,340,-3
275,85,-4
81,234,-3
152,2089740,-1
370,1384652,-3
349,308,-2
194,63,-3
308,238,-3
83,316,-2
373,390,0
95,350,-2
204,49,-3
285,342,0
35,398,-4
380,13,-3
86,316,-3
59,60,-2
206,267,-2
146270,184,0
225,307,-1
1,121,-2
304,390,0
122,137,-2
87,159,-4
318,121,-4
93,67,-3
51,95,-3
51,207,-3
363,87,0
194,389,-2
76,45,-4
63,302,-4
46,81,-3
304,230,-2
143,63,-3
373,207,-3
163,96,-3
36,152,-2
95,111,-3
264,207,-3
350,184,0
131,172,-2
121,157,-3
302,116,-2
370,200,-3
305,296,-4
225,373,-3
312,36,-3
357,271,-4
216,332,-2
93,106,-3
33,17,-3
257,328,-4
232,36,-4
60,194,-3
422,42,-4
121,341,-3
9,266,-3
101,232,-2
111,246,-2
48,143,-2
332,307,-2
161,380,-3
44,86,-4
363,307,0
1,296,-3
303,280,-3
302,83,-3
267,124,-3
87,184,0
40,191,-2
242,106,-3
58,55,-2
76,390,0
216,428,-3
147,42,-4
17,395,-1
37,231,-3
164,410,0
398,136,-4
383,42,-3
67,48,-3
188,189,-4
48,163,-3
364,396,-4
371,230,-3
184,78,0
159,92,-4
402,34,-2
404,1384652,-3
207,214,-4
307,147,-2
100,76,-2
92,394,-2
86,184,0
188,143,-3
269,275,-3
22,1384652,-4
131,101,-2
434,399,-3
390,194,0
377,399,-3
296,26,-3
340,287,-3
95,152,-4
131,373,-2
143,39,-2
309844,234,-3
304,100,-3
398,285,0
153,287,-4
184,161,0
186,312,-3
83,81,-3
77,184,0
246,137,-2
193,184,0
271,231,-3
95,102,-4
92,417,-3
72,271,-3
77,340,-3
2089740,246,-3
199,238,-3
194,192,-2
50,60,-2
394,188,-4
22,145,-4
198,328,-4
76,341,-3
203,316,-2
95,395,-3
188,264,-2
399,371,-4
341,111,-3
172,137,-2
173,332,-3
285,231,-3
380,224,-4
417,309844,-4
266,399,-4
332,384,-4
264,76,-3
363,206,0
332,350,-3
137,380,-2
396,106,-3
233,203,-2
117,309844,-3
280,404,0
193,48,-1
81,71,-3
308,207,-3
192,384,-3
313,280,-4
341,1,-3
186,200,-3
149,157,-2
124,383,-3
402,152,-3
101,42,-3
86,266,-3
396,5,-3
17,32,-1
390,91,0
193,157,-2
308,83,-2
234,116,-2
390,45,0
434,377,-2
40,48,-2
17,230,-2
198,124,-3
121,115,-3
26,207,-4
93,34,-1
377,280,-4
35,233,-2
17,304,-3
390,207,0
349,85,-3
189,363,0
170,87,-2
5,91,-1
267,232,-3
296,199,-3
269,271,-3
173,92,-3
9,259,-4
22,136,-4
205,124,-3
111,34,-1
149,2089740,-1
224,32,-4
184,188,0
358,170,-2
280,87,-4
106,101,-2
384,149,-4
394,402,-3
384,358,-4
311,78,-4
227,309844,-3
303,271,-3
61,200,-2
238,42,-3
46,145,-3
61,428,-3
2089740,192,-2
227,277,-3
233,143,-2
30,363,0
332,9,-3
143,309844,-3
123,61,-3
195,26,-3
264,8,-4
96,203,-2
316,26,-2
303,48,-2
188,39,-3
58,199,-2
242,230,-2
231,131,-2
186,207,-4
44,117,-3
399,83,-4
350,369,-2
22,93,-4
117,115,-1
395,313,-4
26,417,-3
184,399,0
61,67,-3
46,399,-4
309844,200,-3
124,242,-4
389,332,-4
224,264,0
216,384,-4
164,117,0
277,149,-2
206,22,-4
312,198,-2
35,309844,-3
394,22,-4
259,96,-4
195,205,-2
149,143,-2
72,198,-3
49,372,-3
25,316,-3
78,399,-4
51,188,-2
91,106,-2
328,116,-3
285,152,-4
48,332,-3
188,275,-3
51,389,-3
152,266,-3
76,39,-2
309844,192,-3
292,402,-2
340,71,-2
59,287,-2
350,189,0
49,216,-2
414,341,-4
305,267,-3
233,2,-2
67,303,-3
59,161,-3
37,81,-2
159,1,-3
390,30,0
146270,389,-4
363,115,0
26,121,-2
85,194,-4
205,30,-2
2089740,102,-3
2089740,417,-4
71,102,-4
199,230,-2
46,312,-2
96,399,-3
277,61,-3
414,390,0
191,264,-3
143,206,-2
33,304,-2
303,189,-4
9,280,-3
58,383,-2
152,67,-4
238,363,0
341,123,-4
302,395,-3
143,404,-4
214,25,-2
431,61,-4
428,238,-4
206,364,-4
45,380,-3
30,266,-2
350,2089740,-3
102,227,-2
342,264,-4
380,26,-3
95,51,-3
37,121,-3
1,371,-2
243,122,-3
83,230,-3
318,186,-1
8,410,-3
60,242,-3
358,395,-3
13,93,-3
384,91,-3
34,59,-2
242,194,-3
332,76,-3
328,71,-3
414,1384652,-3
85,398,0
203,370,-3
402,124,-3
159,115,-4
40,49,-2
350,63,-4
434,136,-3
257,414,-3
370,42,-4
373,396,-3
328,198,-4
58,30,-2
216,309844,-2
25,153,-3
342,22,0
33,232,-4
184,101,0
191,214,-2
203,101,-2
341,349,-3
170,242,-3
280,36,-3
159,55,-3
147,271,-4
83,124,-3
157,93,-3
231,277,-3
422,164,0
81,22,-4
357,124,-4
92,161,-4
35,25,-2
67,77,-3
22,95,-3
328,2089740,-3
186,157,-2
357,350,-3
232,39,-3
192,102,-1
61,63,-2
417,363,0
35,78,-3
246,186,-3
67,146270,-4
192,146270,-3
410,92,-3
363,60,0
106,170,-2
101,34,-2
95,136,-3
200,60,-2
145,269,-2
349,34,-2
55,161,-3
123,238,-3
81,206,-3
143,225,-3
219,232,-3
115,93,-2
193,264,-3
