u,v,GD
834,198,-4
737,360,-3
727,122,-3
666,93,0
572,370,-3
831,781,-1
92,741,-4
63,706,-4
22,897,-3
76,543,0
133,99,-3
437,22,-2
108465,117,-2
219,528,-4
700,67,0
372,538,-4
299,922,0
840,308,0
486,149,-3
299,619,-3
136,486,-3
791,645,-4
318,184,-3
748,1,-3
146270,733,-3
571,95,-2
457,832,-3
512,842,-3
292,205,-4
557,370,-3
205,551,-3
327,534,-2
219,274,-4
233,402,-2
634,414,-3
145,274,-4
49,547,-3
372,230,-3
718,63,-4
518,305,-3
309844,863,-4
370,1,-4
257,35,-2
267,613,-2
77,49,-3
35,437,-2
636,231,-3
312,22,-4
99,580,-3
25,697,-3
797,608,-3
718,588,-4
115,95,-4
726,795,-3
791,76,-4
636,30,-2
360,362,-3
58,528,-3
55,448,-2
588,1,-4
30,571,-3
55,897,-4
396,317,-3
195,206,-3
299,428,0
83,578,-4
342,765,-2
275,459,-4
718,521,-3
721,115,-2
22,608,-2
370,40,-3
30,58,-1
202,225,-2
657,146270,-4
308,360,-3
302,636,-3
55,349,-3
528,697,-4
512,242,0
157,42,-3
784,897,0
394,831,-4
383,446,-3
716,13,0
83,680,-3
447,659,-2
748,831,-4
230,741,-4
446,713,0
264,392,-3
507,447,-3
483,350,-3
551,831,-3
529,876,-4
916,13,-2
342,17,-3
605,446,-4
429,198,-2
551,550,-3
370,308,-3
444,572,-3
37,722,-2
106,188,-2
666,145,0
225,666,0
371,350,-4
312,92,-3
357,317,-2
133,202,-3
231,573,-2
567,914,-4
615,232,-3
309844,170,-3
763,751,-4
475,231,-3
264,785,-4
303,72,0
444,457,-3
573,266,-2
878,299,-3
541,398,-3
763,279,-3
878,96,0
83,22,-2
39,634,-4
149,447,-4
392,615,-3
666,448,0
287,637,-3
423,457,-2
326,232,-3
207,317,-4
305,147,-3
157,274,-4
781,423,-2
108465,459,-4
303,775,0
446,406,-2
799,609,-4
588,525,-4
493,680,-2
91,202,-2
700,279,0
37,619,-2
360,136,-3
234,459,-3
479,8,0
645,431,-3
92,795,-3
122,5,-2
231,394,-4
136,631,-3
288,758,-3
556,751,-2
489,703,-3
184,741,-4
9,275,-3
234,275,-3
137,419,-2
837,631,-3
266,317,-3
318,392,-3
51,170,-3
44,377,-4
398,534,-3
238,40,-3
810,856,-2
195,518,-3
572,350,-2
2521991,797,-4
572,719,-3
163,285,0
781,341,-3
507,541,-3
164,588,-4
550,193,-4
225,404,-2
133,872,-2
392,580,-3
459,232,-4
444,115,-3
342,572,-2
916,305,-4
60,33,-3
917,71,0
431,232,-3
394,146270,-4
279,813,-3
799,318,-4
588,122,-3
571,376,-4
527,372,-2
755,111,-3
422,95,-4
316,419,-4
235,341,-3
775,840,0
304,614,-3
573,92,-2
93,765,-3
162,673,-3
186,611,-3
341,437,-2
770,457,-3
538,462,-3
203,568,-4
77,550,-4
605,44,-4
238,123,-4
745,796,-3
361,726,-3
659,205,-3
718,303,0
745,391,-4
302,529,-4
842,627,-4
863,75,-4
852,357,-3
483,422,-3
205,373,-3
72,837,-3
147,25,-3
34,825,-4
551,72,-2
93,831,-4
657,782,-3
446,507,-3
162,765,-3
189,722,-3
541,341,-3
162,519,-3
727,96,0
189,342,-2
317,322,-2
810,122,-2
578,748,-4
341,718,-2
718,76,-4
699,392,-3
317,608,-3
308,588,-3
193,785,-3
322,588,-3
414,775,0
37,503,-3
573,667,-2
288,457,-4
834,522,-4
402,380,-3
714,863,-2
700,275,0
475,363,-4
49,765,-3
318,797,-3
543,194,-4
259,157,0
605,204,-3
872,157,-3
727,834,-3
437,863,-4
751,259,-4
779,232,-2
797,432,-3
326,121,-3
25,121,-3
257,876,-2
327,392,-2
230,275,-2
493,117,-2
861,266,-3
567,614,-2
55,234,-3
813,721,-2
556,758,-1
922,404,0
680,557,-3
563,1384652,-2
922,888,0
810,733,-2
745,614,-3
357,758,-2
782,916,-4
322,825,-4
61,637,-4
342,1,-3
422,137,-3
357,136,-2
573,122,-2
326,357,-2
133,791,-4
572,422,-1
76,322,-4
206,318,-3
312,188,-3
605,2089740,-3
2521991,404,-4
147,528,-4
792,563,-4
364,232,-3
392,700,0
362,392,-4
627,521,-4
876,856,-4
349,318,-4
758,716,0
621,659,0
58,299,-2
357,799,-3
2089740,27687,-4
22,578,-4
377,75,-3
189,414,-3
745,87,-4
205,170,-3
381,423,-1
193,143,-3
391,572,-2
503,547,-2
758,12081,0
361,751,-4
414,204,-3
111,876,-4
447,457,-4
700,71,0
115,527,-2
277,5,-2
571,242,0
309844,615,-3
493,479,-1
311,332,-3
232,763,-2
503,264,-3
230,447,-3
186,730,-3
716,770,0
832,234,-2
17,91,-2
446,55,-4
406,419,-2
122,419,-2
733,55,-3
547,203,-4
770,381,-3
556,224,-2
429,12081,0
872,667,-3
917,296,0
888,117,-3
861,831,-4
285,37,-3
266,813,-3
745,751,-4
615,384,-2
621,136,0
383,775,-3
791,287,-4
116,507,-2
784,87,-3
121,445,-2
304,106,-2
274,536,-3
423,659,-2
22,145,-4
703,99,-4
316,637,-3
2521991,556,-4
557,528,-4
247,309844,-3
198,781,-3
123,146270,-3
186,147,-4
719,162,-4
634,556,-3
219,719,-4
87,46,-4
611,792,-3
116,525,-2
547,299,-3
370,609,-3
571,861,-3
479,861,-3
721,219,-3
406,357,-2
667,85,0
493,350,-2
99,414,-2
59,391,-3
832,522,-2
71,146270,-4
568,792,-4
667,122,-3
404,462,-3
87,267,-3
432,796,-2
349,751,-4
615,313,0
634,99,-3
779,825,0
796,93,-2
164,795,-4
332,143,-3
444,785,0
277,235,-2
287,235,-1
326,784,-4
231,369,-1
721,318,-3
37,785,-3
719,195,-4
22,25,-2
381,404,-2
842,162,-4
99,446,-3
832,614,-3
716,831,0
312,203,-4
891,799,-3
76,568,-3
534,115,-3
439,157,-4
522,713,-4
46,483,-3
406,99,-3
341,8,0
572,279,-3
322,200,-3
718,741,-3
832,247,-4
631,206,-3
296,360,-3
231,775,-4
117,332,-3
457,287,-3
287,527,-2
106,556,-1
143,396,-3
631,755,-3
571,2089740,-4
792,573,-3
615,332,-2
673,791,-2
917,259,0
431,459,0
137,44,-3
522,91,-2
719,422,-3
740,483,-3
547,831,-4
93,719,-3
49,834,-3
308,580,-2
207,117,-3
299,486,-3
85,758,0
459,422,-4
117,631,-4
551,832,-3
116,122,-2
637,609,-2
381,916,-3
96,406,0
699,432,-2
636,85,0
557,58,-3
751,285,-3
40,598,-4
133,380,-2
123,60,-3
609,163,-4
445,775,-4
322,551,-3
730,700,0
722,657,-3
193,63,-2
274,188,-3
613,1,-4
96,357,0
856,115,-4
608,614,-3
571,170,-3
613,373,-3
797,493,-2
233,799,-3
832,106,-3
360,304,-3
8,266,-4
550,486,-3
916,77,-4
447,719,-4
703,729,-3
563,40,-3
145,861,-4
304,143,-3
730,598,-4
547,863,-4
657,51,-2
44,83,-3
489,519,-2
527,613,-2
234,614,-4
360,439,-3
305,259,-3
376,878,-4
55,277,-2
615,503,-3
810,30,-3
765,810,-3
432,75,-2
72,184,-3
837,489,-2
733,35,-2
796,123,-2
202,35,-2
797,313,0
703,891,-3
123,267,-3
406,63,-4
667,917,0
39,543,-4
235,9,-3
534,392,-3
737,390,-3
567,202,-2
111,247,-4
275,529,-4
296,381,-2
716,914,0
863,35,-3
264,462,-4
143,203,0
230,193,-3
96,350,0
83,39,-3
257,538,-3
230,267,-2
659,519,-3
257,357,-2
782,311,-3
2521991,512,-4
285,58,-3
193,342,-3
63,22,-4
404,792,-3
304,631,-3
897,609,-4
327,448,-2
332,872,-3
922,521,0
741,233,-4
621,897,0
384,519,-3
614,512,-3
204,799,-3
40,342,-2
55,37,-3
332,897,-4
627,722,-4
922,287,0
59,136,-2
146270,619,-4
312,162,-4
557,755,-4
721,856,-3
782,914,-4
111,667,-3
377,275,-3
369,96,0
327,775,-4
225,232,-3
550,390,-4
740,578,0
525,312,-3
279,193,-4
279,522,-3
439,361,0
834,831,-4
111,380,-2
17,726,-2
614,303,0
259,430,-4
287,370,-4
2521991,108465,-3
206,42,-1
137,390,-3
556,486,-2
737,287,-3
384,8,-4
781,645,-4
852,299,-4
266,402,-3
740,42,-3
264,63,-3
489,528,-3
831,697,-3
37,745,-4
813,514,-2
87,775,0
58,529,-3
486,27687,-3
204,770,-2
305,77,-4
613,234,-3
39,303,-4
567,203,-3
402,195,-3
360,61,-4
350,512,-3
350,225,-2
580,730,-3
219,796,-3
922,350,0
369,242,0
541,719,-3
922,225,0
631,578,0
522,313,0
615,17,-1
71,398,-3
527,503,-3
390,621,0
825,722,-4
631,840,0
87,784,-3
551,75,-3
706,781,-4
832,429,-3
55,305,-3
605,35,-3
316,390,-4
309844,204,-2
519,891,-4
699,55,-3
598,394,-3
580,636,-3
430,5,-3
621,571,0
446,716,0
784,446,-2
305,634,-3
897,224,-4
318,852,-4
22,730,-3
116,825,-3
534,26,-3
233,703,-3
423,299,-3
503,792,-4
718,751,-3
404,17,-2
514,34,-1
302,922,0
59,657,-3
406,247,-3
611,83,-2
242,483,0
432,157,-3
831,9,-4
432,259,-4
791,224,-4
578,235,-4
457,373,-3
390,342,-3
507,224,-2
832,318,-3
439,825,0
431,394,-2
60,519,-2
541,1,-4
852,810,-3
121,33,-2
863,22,-4
257,437,-2
224,571,-3
277,115,-2
444,430,-4
326,26,-3
44,888,-3
257,795,-3
235,299,-3
71,439,-2
719,376,-4
83,37,-2
207,765,-3
775,459,0
917,195,0
837,224,-3
547,233,-3
733,302,-3
619,305,-3
85,856,0
714,680,-2
799,235,-4
872,444,-4
277,588,-4
279,888,-3
17,285,-2
30,680,-2
755,44,-4
76,59,-3
534,55,-2
550,369,-3
235,146270,-4
225,39,-3
556,842,-3
729,512,-3
332,726,-2
85,242,0
479,852,-3
8,430,-4
758,573,-2
512,437,-3
550,614,-3
207,370,-3
483,25,-3
247,51,-3
713,170,-4
429,751,-3
837,697,-3
184,922,0
792,83,-3
518,863,-3
30,259,-3
838,834,-4
799,861,-4
729,287,-2
489,42,-3
55,72,-2
813,34,-2
667,202,-2
703,341,-2
34,428,0
33,615,-2
133,611,-3
146270,518,-4
897,557,-4
296,614,-3
219,608,-3
203,311,-4
422,267,-2
231,316,-4
230,30,-3
204,145,-4
350,22,-2
543,737,-3
727,563,-3
428,922,0
147,727,-3
17,279,-3
396,302,-2
840,72,0
722,475,-2
657,2089740,-3
232,922,0
361,117,0
63,889,-2
232,838,-3
247,34,-3
204,914,-3
551,536,-3
30,897,-3
194,95,-3
92,667,-3
225,729,-3
322,459,0
230,550,-3
876,825,-4
8,719,0
266,459,0
810,39,-3
296,719,-4
782,891,-3
13,22,-3
917,44,0
277,673,-2
917,888,0
238,445,-3
235,781,-3
512,431,-3
605,394,-4
489,234,-2
572,9,-3
888,737,-3
2521991,60,0
384,784,-1
364,897,-4
342,25,-2
27687,718,-3
922,503,-4
362,785,-4
522,143,-3
462,76,-4
170,27687,-2
534,770,-2
428,5,0
99,242,0
170,483,-3
39,402,-3
810,813,-3
667,493,-2
76,99,-4
316,667,-4
207,831,-4
550,202,-3
838,2521991,0
795,394,-3
667,503,-2
115,194,-3
872,697,-3
889,404,-3
406,46,-2
5,580,-3
572,758,-2
721,634,-3
521,22,-3
727,225,-3
636,37,-3
136,372,-3
567,116,-2
431,557,-3
727,22,-3
207,2089740,-3
277,431,-2
557,580,-3
699,396,-2
613,189,-2
726,916,-2
459,697,-4
775,308,-4
266,350,-3
13,631,-3
782,428,0
317,598,0
404,115,-2
588,35,-3
133,521,-3
897,327,-3
797,414,-3
67,775,-4
568,145,-4
55,163,-3
571,444,-3
792,30,-3
891,550,-4
318,733,-3
563,242,0
529,784,-4
1,326,-4
85,91,0
402,699,-3
292,35,-3
718,121,-3
392,785,-3
225,362,-3
234,30,-2
85,706,0
414,813,-3
61,391,0
1,538,0
33,342,-2
234,536,-1
77,203,-4
475,406,-3
