u,v,JC
92,493,0.023809523809523808
64,536,0.1111111111111111
373,697,0.0
59,534,0.0
1100,123,0.1
1370,804,0.0
184,1050,0.0
1227,198,0.0
1142,1179,0.0
547,960,0.0
1389,115,0.0
1169,326,0.0
1109,700,0.1
556,77,0.0
430,1030,0.0
1228206,304,0.0
1013,1025,0.0
1016,727,0.0
716,1249,0.0
1370,414,0.0
235,406,0.0
136,825,0.0
75,891,0.0
1199,369,0.0
810,805,0.07142857142857142
1284,231,0.0
1219,305,0.15
207,198,0.0
763,519,0.0
952,1185,0.0
522,341,0.0
914,1317,0.0
916,751,0.0
150,304,0.0
13,404,0.0
46,742,0.0
1185,1192,0.0
305,430,0.0
61,326,0.047619047619047616
437,115,0.0
363,121,0.0
1178,525,0.0
1075,164,0.0
99,231,0.0
767,304,0.0
619,288,0.0
1297,40,0.0
985,430,0.0
257,225,0.1
121,39,0.0
785,1389,0.0
1069,423,0.0
1314,238,0.0
233,380,0.08
1048,788,0.0
731,5,0.0
795,1069,0.0
782,796,0.0
1037,61,0.0
27687,5,0.0
231,430,0.0
1195,61,0.0
288,960,0.07692307692307693
72,731,0.0
5,1293,0.1111111111111111
1,1048,0.0
30,1238,0.0
1276,872,0.03225806451612903
1063,304,0.0
982,121,0.0
788,1037,0.0
123,536,0.0
481,940,0.0
123,1228,0.0
1219,966,0.0
842,571,0.0
304,349,0.0
832,1030,0.075
486,305,0.0
136,1322,0.0
737,742,0.0
672,266,0.0
77,266,0.0
121,578,0.0
219,960,0.0
83,1297,0.0
1122,891,0.0
1247,137,0.0
527,179,0.0
1341,305,0.0
765,637,0.0
627,1178,0.0
1000,527,0.0
219,1249,0.0
731,39,0.0
1042,439,0.0
765,551,0.0
541,697,0.0
943,60,0.0
722,1124,0.0
1169,439,0.0
1220,33,0.029411764705882353
770,1256,0.0
758,1030,0.041666666666666664
779,117,0.0
1111,1169,0.0
1030,234,0.07272727272727272
383,39,0.023809523809523808
573,83,0.0
954,1142,0.0
195,1204,0.0
486,370,0.0
61,814,0.0
60,765,0.0
519,93,0.0
242,2089740,0.0
1276,666,0.0
916,149,0.0625
312,1016,0.0
572,35,0.10526315789473684
275,1238,0.0
1228206,578,0.0
985,25,0.0
423,751,0.0
1194,58,0.0
311,1233,0.0
202,479,0.25
1013,430,0.0
1254,893,0.0
797,224,0.0
522,51,0.06666666666666667
891,1346,0.0
322,357,0.0
1030,952,0.0
1220,437,0.029411764705882353
230,1109,0.0
219,588,0.0
1358,522,0.0
534,891,0.0
960,940,0.038461538461538464
1317,993,0.0
1037,1077,0.0
1309,887,0.0
987,804,0.0
666,363,0.0
758,361,0.0
394,572,0.05263157894736842
49,1284,0.125
567,1245,0.0
1247,810,0.0
361,1358,0.0
541,813,0.0
708,17,0.0
700,788,0.0
1109,699,0.0
337,27687,0.0
46,572,0.0
1016,966,0.0
233,627,0.0
349,292,0.0
1117,363,0.0
832,1142,0.0
565,627,0.0
1228,27687,0.0
718,512,0.0
1276,1057,0.0
738,637,0.0
233,51,0.0
285,700,0.0
1179,916,0.0
429,1053,0.0
1311,1293,0.0
406,936,0.0
35,342,0.0
430,1109,0.0
83,1104,0.0
30,202,0.0
541,35,0.0
1117,1297,0.0
788,727,0.0
372,1104,0.0625
893,1048,0.0
274,349,0.0
1043,1144,0.09090909090909091
1228,219,0.0
1192,439,0.0
1142,741,0.0
370,1026,0.0
178,312,0.0
430,292,0.0
631,551,0.0
1000,276,0.0
481,571,0.0
699,536,0.0
486,1175,0.0
33,400,0.25
931,1154,0.0
481,1194,0.0
1199,12081,0.0
312,1358,0.0
1297,785,0.0
541,1337,0.0
13,285,0.0
163,1366,0.0
1042,276,0.1
1000,383,0.023809523809523808
1154,863,0.0
370,954,0.0
733,1194,0.0
1016,318,0.0
758,230,0.0
22,305,0.0
1063,853,0.0
1271,556,0.0
1124,1256,0.0
1334,1025,0.0
404,1322,0.0
565,900,0.0
49,961,0.0
1228206,697,0.0
1146,200,0.0
518,837,0.0
974,179,0.0
429,400,0.0
831,459,0.0
567,1122,0.0
522,2759376,0.0
1050,72,0.0
631,203,0.0
178,373,0.0
1358,519,0.0
459,302,0.0
394,571,0.0
697,1010,0.0
338,779,0.0
1266,573,0.0
245,1117,0.0
143,338,0.0
2759376,361,0.0
742,1297,0.0
1284,266,0.0
1013,631,0.07692307692307693
940,568,0.0
406,1190,0.0
1175,72,0.06666666666666667
672,714,0.0
1337,475,0.0
414,136,0.0
1366,837,0.0
657,627,0.0
245,718,0.0
1053,238,0.2222222222222222
406,448,0.0
372,646,0.0
680,437,0.0
370,863,0.0
863,985,0.0
842,578,0.0
2759376,383,0.02127659574468085
149,55,0.0
737,891,0.0
737,1174,0.0
1146,614,0.0
459,737,0.0
188,936,0.0
627,657,0.0
392,1256,0.0
1368,170,0.0
400,1228206,0.0
838,805,0.0
481,982,0.0
40,204,0.0
952,170,0.0
1016,234,0.02127659574468085
646,432,0.0
200,838,0.0
439,447,0.0
60,931,0.0
305,60,0.0
33,1284,0.0
810,288,0.0
259,1228206,0.0
238,968,0.0
1179,580,0.0
242,697,0.0
377,64,0.10526315789473684
568,1057,0.0
993,838,0.0
1344,428190,0.09090909090909091
1043,39,0.0
1174,1266,0.0
699,740,0.0
888,578,0.0
714,481,0.0
2759376,1339,0.0
982,1220,0.023809523809523808
22,888,0.0
71,400,0.0
1227,1014,0.0
1063,573,0.05
117,109,0.0
952,1060,0.0
631,567,0.0
109,556,0.0
1265,627,0.0
1108,1341,0.0
448,123,0.0
219,893,0.0
714,1358,0.0
267,157,0.0
541,446,0.0
1053,285,0.0
1190,916,0.0
974,700,0.0
342,1030,0.03571428571428571
1069,1013,0.0
312,960,0.0
31505,1249,0.0
304,767,0.0
580,363,0.0
1975282,257,0.10714285714285714
381,1314,0.0
1000,475,0.0
302,58,0.0
961,614,0.0
580,55,0.0
419,1069,0.041666666666666664
974,727,0.1111111111111111
1014,242,0.0
1060,350,0.0
999,1078,0.0
740,234,0.022727272727272728
373,985,0.0
627,121,0.0
369,527,0.0
1975282,1016,0.03125
758,1144,0.0
1199,1109,0.0
342,741,0.0
1075,2090742,0.0
1265,672,0.0
109,1346,0.0
394,162,0.0
1199,740,0.0
961,481,0.0
1317,1227,0.0
33,637,0.0
25,1233,0.0
838,91,0.0
35,188,0.1111111111111111
99,1042,0.0
423,791,0.0
795,1142,0.0
83,645,0.0
26,814,0.0
741,813,0.0
543,578,0.0
631,91,0.038461538461538464
795,716,0.0
117,1322,0.0
277,1341,0.0
731,547,0.0
914,312,0.0
699,842,0.0
1169,900,0.06666666666666667
381,770,0.0
1061,377,0.0
1042,288,0.0
810,1219,0.0
298,811,0.0
200,285,0.0
940,275,0.0
1194,810,0.0
459,305,0.0
993,900,0.0
770,556,0.0
304,714,0.0
1146,479,0.0
916,205,0.0
872,742,0.027777777777777776
91,1245,0.0
1078,1356,0.0
75,373,0.0
943,437,0.0
1053,1185,0.045454545454545456
1220,1069,0.027777777777777776
1254,92,0.0
372,46,0.0
758,1266,0.0
1063,1185,0.07692307692307693
1063,91,0.03125
341,337,0.0
905,194,0.08333333333333333
5,1228,0.047619047619047616
404,1060,0.0
203,136,0.0
936,439,0.125
1014,1,0.0
292,35,0.0
1078,1174,0.0
1195,825,0.0
149,619,0.0
162,680,0.0
804,259,0.0
49,733,0.0
914,186,0.0
831,1975282,0.0
202,987,0.0
1144,614,0.058823529411764705
872,302,0.030303030303030304
966,697,0.0
59,611,0.125
2090742,795,0.0
5,738,0.0
149,200,0.0
954,277,0.0
999,1265,0.1
432,1108,0.0
232,680,0.0
186,1343,0.0
1358,785,0.0
238,536,0.0
1256,738,0.0
714,1284,0.0
1297,61,0.0
708,1247,0.0
137,479,0.0
157,349,0.0
708,60,0.0
1190,350,0.045454545454545456
1199,267,0.0
137,1311,0.0
1238,1175,0.0
437,96,0.0
33,916,0.0
1223,51,0.08333333333333333
1346,202,0.0
432,423,0.0
394,341,0.0
1392,791,0.0
209,257,0.1
337,740,0.05555555555555555
1370,298,0.0
782,811,0.0
1030,968,0.08
439,916,0.0
205,274,0.0
813,1178,0.0
30,838,0.0
483,121,0.0
1367,1117,0.0
203,370,0.0
974,1063,0.07692307692307693
203,1010,0.0
1344,646,0.0
377,627,0.0
1111,893,0.0
942,202,0.0
722,404,0.0
837,888,0.0
40,92,0.0
164,430,0.0
475,1346,0.0
242,1060,0.0
186,136,0.0
968,916,0.0
493,1245,0.0
936,1109,0.07142857142857142
648,1368,0.0
1065,805,0.0
447,527,0.0
1117,1317,0.0
1208,657,0.0
1344,572,0.05
326,357,0.0
982,936,0.058823529411764705
745,1069,0.0
1144,225,0.0
437,648,0.0
893,150,0.0
803,814,0.0
25,275,0.0
121,232,0.0
811,886,0.0
518,1334,0.0
71,779,0.0
242,1193,0.0
838,77,0.16666666666666666
203,198,0.05
685,648,0.0
350,571,0.037037037037037035
741,1341,0.0
188,1190,0.0
1228,795,0.0
1169,1075,0.15789473684210525
288,1013,0.0
1178,763,0.0
1284,245,0.0
27687,1208,0.0
302,943,0.0
1384652,527,0.0
519,563,0.0
1276,657,0.0
666,916,0.0
1317,1185,0.0
519,655,0.0
1266,116,0.0
572,13,0.05
891,274,0.0
22,1291,0.0
448,116,0.0
1338,1223,0.0
489,274,0.0
247,837,0.1
205,200,0.0
404,1142,0.0
796,672,0.0
619,727,0.0
837,832,0.06896551724137931
136,785,0.0
116,1338,0.0
755,1291,0.0
91,61,0.02857142857142857
428190,1247,0.0
1078,188,0.0
1108,317,0.0
430,1122,0.0
234,813,0.02564102564102564
755,1037,0.0
341,547,0.0
1035,414,0.02631578947368421
268,999,0.0
209,518,0.14285714285714285
170,369,0.0
1122,838,0.0
1195,863,0.0
2090742,115,0.0
164,1384652,0.0
795,312,0.0
72,1368,0.0
1228,121,0.0
738,1179,0.0
565,1204,0.0625
372,337,0.07692307692307693
1370,785,0.0
439,588,0.0
117,1344,0.0
804,714,0.0
1276,1048,0.0
179,1084,0.0
1194,317,0.3333333333333333
64,459,0.0
115,92,0.0
117,588,0.0
202,1000,0.0
312,803,0.0
178,954,0.0
825,631,0.0
831,394,0.0
1000,419,0.0
1284,922,0.0
699,475,0.0
1347,49,0.0
872,889,0.043478260869565216
25,961,0.0
235,788,0.0
893,863,0.0
645,209,0.0
745,396,0.0
1228206,60,0.0
571,186,0.0
578,1174,0.0
1030,242,0.0
276,40,0.0
927,900,0.0
1256,1195,0.0
779,547,0.0
1367,305,0.0
257,1341,0.0
619,1190,0.0
527,788,0.0
26,1311,0.0
17,483,0.0
479,116,0.0
982,383,0.061224489795918366
872,834,0.0
810,1111,0.0
5,277,0.0
1122,1358,0.0
95,718,0.0
277,708,0.0
1367,751,0.0
430,1220,0.0
25,27687,0.0
2759376,109,0.0
1334,370,0.0
381,1,0.0
486,784,0.0
751,209,0.0
26,17,0.0
2759376,1366,0.0625
259,1341,0.0
1317,194,0.0
164,232,0.0
59,1111,0.0
372,312,0.0
1061,737,0.0
1111,9,0.0
922,832,0.0
1266,722,0.0
811,493,0.0
1154,1195,0.0
755,572,0.0
1075,1311,0.05
164,1,0.0
1026,1057,0.0
573,318,0.0
317,1311,0.0
338,611,0.0
1199,92,0.0
797,1061,0.125
785,832,0.0
699,203,0.0
363,765,0.0
758,150,0.0
1245,1389,0.0
115,1077,0.0
571,803,0.0
522,1343,0.0
92,235,0.0
1223,317,0.0
987,423,0.0
1013,891,0.0
25,796,0.0
12081,429,0.09090909090909091
432,1078,0.0
157,784,0.0
563,1025,0.0
960,1199,0.0
179,136,0.2
1185,968,0.0
736,795,0.0
219,556,0.0
123,1063,0.0
779,519,0.0
905,1077,0.0
178,1249,0.0
219,326,0.0
1291,1343,0.0
432,758,0.0
636,547,0.0
1343,13,0.0
149,966,0.0
1343,30,0.0
398,381,0.0
889,1317,0.0
1271,207,0.0
91,1075,0.05555555555555555
748,448,0.0
72,1192,0.07142857142857142
655,178,0.0
123,1227,0.0
940,231,0.125
288,573,0.11764705882352941
1223,341,0.0
75,33,0.0
1346,782,0.0
1208,748,0.0
1276,437,0.0
447,982,0.0
1368,578,0.0
372,1238,0.03333333333333333
238,207,0.0
1309,637,0.058823529411764705
5,392,0.0
619,1124,0.14285714285714285
541,58,0.0
741,219,0.0
567,162,0.2
1094,275,0.16666666666666666
1228206,394,0.0
231,1318,0.0
46,1392,0.0
342,162,0.0
796,733,0.0
968,95,0.125
572,685,0.0
394,782,0.0
1370,922,0.0
1358,123,0.0
534,887,0.0
71,1048,0.0
922,55,0.0
493,1384652,0.06818181818181818
796,446,0.0
312,446,0.0
1025,430,0.0
1144,556,0.0
1318,611,0.0
1368,745,0.0
296,536,0.0
767,1317,0.0
234,785,0.025
486,33,0.0
268,588,0.09090909090909091
235,391,0.0
377,993,0.1
276,149,0.0
391,184,0.0
318,184,0.0
9,1220,0.0
519,266,0.0
987,522,0.0
96,782,0.0
1195,1310,0.0
115,738,0.0
917,699,0.08333333333333333
234,296,0.024390243902439025
459,1048,0.0
1384652,1043,0.08695652173913043
782,195,0.0
1220,745,0.029411764705882353
430,814,0.0
400,547,0.0
648,1175,0.0
1314,1053,0.0
318,943,0.0
1339,1084,0.0
179,985,0.0
377,419,0.10714285714285714
1249,33,0.0
551,370,0.0
758,1026,0.0
1219,392,0.0
381,755,0.0
1337,392,0.0
1,547,0.0
27687,737,0.0
27687,296,0.0
1344,534,0.0
292,685,0.0
266,565,0.0
1284,727,0.0
205,897,0.0
361,1356,0.0
33,1013,0.08333333333333333
1000,791,0.0
814,1014,0.0
1233,116,0.0
666,982,0.0
257,1117,0.0
697,619,0.0
1228,1030,0.06451612903225806
91,373,0.0
1078,758,0.0
1075,891,0.0625
1271,341,0.0
637,1271,0.0625
1174,204,0.0
447,230,0.0
1238,541,0.0
1341,363,0.0
627,1057,0.0
317,810,0.0
341,93,0.0
209,1154,0.07142857142857142
188,1016,0.0
1358,1048,0.0
257,655,0.0
931,842,0.0
568,838,0.0
285,163,0.0
982,1084,0.05
758,398,0.0
961,738,0.0
9,268,0.0
1100,26,0.0
1025,1194,0.0
46,507,0.25
419,363,0.0
1185,887,0.0
837,322,0.0
567,765,0.0
1271,404,0.0
927,1228,0.0
897,317,0.0
708,59,0.0
373,83,0.0
178,377,0.0
59,699,0.0
974,825,0.0
95,727,0.0
536,170,0.0
137,475,0.0
274,5,0.0
619,1122,0.0
437,512,0.0
551,814,0.0
1356,396,0.0
245,792,0.0
1060,302,0.0
518,1014,0.0
716,1356,0.0
51,342,0.05
247,1367,0.0
341,1367,0.0
326,507,0.0
1223,96,0.0
1104,1389,0.0
748,863,0.0
288,1227,0.0
372,77,0.0967741935483871
805,481,0.0
2090742,372,0.0
257,194,0.047619047619047616
974,55,0.0
83,1094,0.0
188,373,0.0
1144,737,0.0
9,519,0.0
700,195,0.0
341,631,0.0
59,143,0.0
55,312,0.0
614,1053,0.0
157,1,0.0
1199,741,0.0
392,257,0.0
277,381,0.0
700,745,0.0
745,364,0.0
740,758,0.0
430,285,0.0
886,1297,0.0
447,1254,0.0
1265,917,0.0
209,1147,0.0
350,2090742,0.14285714285714285
122,699,0.030303030303030304
1077,740,0.0
489,123,0.0
204,779,0.0
1042,942,0.0
1122,547,0.0
813,383,0.0
792,245,0.0
905,235,0.0
993,522,0.0
157,547,0.0
1370,292,0.0
655,1060,0.0
392,1318,0.0
116,631,0.0
479,40,0.0
439,51,0.07142857142857142
186,730,0.0
872,1190,0.021739130434782608
414,507,0.0
163,483,0.0
419,163,0.0
394,64,0.0
380,1057,0.0
966,115,0.0
288,205,0.09090909090909091
202,571,0.08695652173913043
837,611,0.0
1037,414,0.0
655,1199,0.0
1122,72,0.0
788,31505,0.0
782,414,0.037037037037037035
863,917,0.0
164,1276,0.0
432,982,0.0
61,943,0.0
568,914,0.0
149,117,0.0
274,1014,0.0
1124,573,0.06666666666666667
722,1060,0.1
268,985,0.0
432,556,0.0
1100,636,0.08333333333333333
1013,121,0.0
2090742,831,0.0
727,257,0.0
428190,1195,0.0
942,1175,0.0
234,93,0.024390243902439025
1344,960,0.0
55,58,0.0
31505,738,0.0
430,727,0.0
811,767,0.0
398,394,0.0
1057,298,0.0
203,318,0.0
666,224,0.0
805,178,0.0
25,1291,0.0
489,49,0.0
614,796,0.0
61,1065,0.08333333333333333
59,999,0.0
77,887,0.0
1208,1048,0.0
1194,891,0.0
1276,432,0.0
784,730,0.0
714,931,0.0
380,2089740,0.0
1061,1341,0.0
268,922,0.0
1311,268,0.0
1154,338,0.0
247,489,0.0
784,1,0.041666666666666664
556,1,0.0
646,708,0.0
645,2089740,0.0
198,1389,0.0
1337,1108,0.0
1343,99,0.0
117,708,0.0
1199,302,0.0
224,792,0.0
39,982,0.0
109,1389,0.0
178,614,0.0
1291,231,0.0
285,1311,0.0
914,614,0.0
825,1075,0.0
803,117,0.0
429,123,0.0
733,887,0.0
383,782,0.0
838,954,0.0
942,1010,0.0
51,26,0.047619047619047616
394,838,0.0
541,1084,0.0
1291,672,0.0
198,1050,0.09090909090909091
136,646,0.0
1154,741,0.0
447,83,0.0
230,810,0.0
893,33,0.0
578,742,0.0
207,631,0.0
567,31505,0.034482758620689655
242,109,0.0
322,400,0.0
1233,203,0.0
1247,1030,0.0
863,1366,0.0
205,446,0.0
46,803,0.0
961,230,0.0
377,2089740,0.0
1228206,372,0.0
1366,917,0.0
838,1094,0.0
33,730,0.0625
1204,383,0.06521739130434782
242,1213,0.0
512,853,0.0
1154,337,0.09090909090909091
2090742,247,0.0
93,326,0.0
1228206,22,0.0
1190,627,0.05
1154,437,0.07142857142857142
1124,143,0.0
699,204,0.0
1,900,0.034482758620689655
61,1048,0.058823529411764705
1195,742,0.0
302,170,0.0
522,1346,0.0
33,394,0.16666666666666666
1108,1185,0.0
235,219,0.0
522,578,0.16666666666666666
1026,1311,0.0
364,12081,0.0
364,1147,0.0
785,966,0.0
615,1042,0.058823529411764705
1247,423,0.0
563,982,0.0
897,1048,0.0
489,527,0.0
507,1975282,0.0
178,1190,0.0
982,733,0.0
170,298,0.0
1042,886,0.0
1266,349,0.0
834,377,0.0
369,1190,0.0
803,987,0.05263157894736842
1026,429,0.0
519,1043,0.041666666666666664
942,1109,0.0
736,1037,0.0
1,1338,0.0
1078,1314,0.1
1322,795,0.0
1185,1016,0.0
737,1084,0.0
363,751,0.0
46,2089740,0.0
224,1179,0.0
831,1238,0.0
1208,745,0.0
51,565,0.0
1220,1000,0.0
296,792,0.0
406,1175,0.0
58,1254,0.0
392,572,0.0
905,58,0.0
1048,588,0.0
982,317,0.0
1347,731,0.0
96,428190,0.07692307692307693
770,318,0.0
58,791,0.0
891,493,0.0
349,1318,0.0
556,459,0.0
164,804,0.0
1356,298,0.0
276,1014,0.0
631,1013,0.07692307692307693
1389,1322,0.0
170,1142,0.0
1053,231,0.0
522,26,0.0
1310,916,0.09090909090909091
565,317,0.0
872,645,0.0
61,363,0.0
536,186,0.0
268,1392,0.0
186,350,0.0
1026,914,0.0
391,982,0.0625
536,383,0.023809523809523808
109,200,0.0
568,350,0.0
163,1035,0.0
993,430,0.0
163,912,0.0
391,784,0.0
936,123,0.0
615,512,0.0
64,235,0.0
58,1178,0.0
666,35,0.0
1190,202,0.05555555555555555
797,235,0.0
13,1337,0.0
1147,1367,0.0
893,782,0.06666666666666667
1341,292,0.0
718,1309,0.0
33,863,0.0
565,234,0.0425531914893617
1318,1014,0.0
1341,1030,0.03571428571428571
373,567,0.0
1124,1266,0.0
164,96,0.0
342,274,0.0
782,184,0.0
1078,697,0.0
619,887,0.0
571,447,0.0
99,46,0.0
842,611,0.0
406,556,0.0
527,39,0.0
1344,733,0.07142857142857142
234,184,0.02564102564102564
439,736,0.0
361,792,0.0
779,364,0.0
1271,1065,0.07142857142857142
627,740,0.1
1122,1146,0.0
708,1254,0.0
645,1037,0.0
326,245,0.0
419,1389,0.05263157894736842
292,804,0.0
1199,1358,0.0
1249,751,0.0
1109,1026,0.0
1265,745,0.16666666666666666
1043,708,0.043478260869565216
13,982,0.0
810,342,0.0
394,1356,0.0
170,149,0.0
383,64,0.02
277,666,0.0
1178,727,0.125
1311,33,0.0
1060,519,0.0
922,785,0.0
960,357,0.08695652173913043
936,231,0.0
59,396,0.0
116,364,0.0
637,1370,0.0
1016,77,0.0
380,398,0.041666666666666664
296,1338,0.0
770,1117,0.0
1254,394,0.0
1075,1219,0.07692307692307693
233,298,0.0
1026,1077,0.0
364,296,0.0
285,1223,0.0
547,571,0.0
162,810,0.0
655,235,0.0
1271,872,0.0
486,72,0.10526315789473684
795,745,0.0
1309,1310,0.0
383,361,0.0
893,350,0.0
338,1367,0.0
364,1227,0.0
1194,922,0.0
897,27687,0.0
718,1337,0.0
123,1347,0.0
60,740,0.0
1370,718,0.0
834,985,0.0
1370,404,0.0
164,700,0.0
1213,1053,0.0
779,1317,0.0
363,611,0.0
943,1174,0.0
888,163,0.0
209,274,0.0
383,832,0.14035087719298245
791,383,0.041666666666666664
1146,26,0.0
51,573,0.0
887,767,0.0
727,795,0.0
93,645,0.0
1000,1341,0.0
987,5,0.125
276,342,0.0
1122,1334,0.0
479,1343,0.0
680,1010,0.1111111111111111
770,22,0.0
40,35,0.0
93,406,0.0
797,680,0.09090909090909091
714,645,0.0
392,369,0.0
615,232,0.0
349,797,0.0
64,1037,0.0
27687,186,0.0
1309,1026,0.0
1154,1334,0.0
727,404,0.0
51,204,0.0
1384652,209,0.07142857142857142
1284,580,0.0
5,1010,0.0
1338,722,0.0
305,27687,0.0
205,900,0.0
580,1122,0.08695652173913043
1314,1154,0.0
123,758,0.1
1010,1233,0.0
765,12081,0.0
1339,522,0.0
326,136,0.125
394,1311,0.0
121,1108,0.0
1347,373,0.0
672,109,0.0
1108,1208,0.0
225,285,0.0
1366,235,0.0
565,1368,0.09090909090909091
75,1078,0.0
428190,1035,0.0
27687,615,0.0
1247,204,0.0
619,838,0.0
700,1192,0.0
636,551,0.0
137,123,0.0
1368,419,0.0
1035,49,0.045454545454545456
406,952,0.0
655,1227,0.0
657,782,0.0
235,1192,0.0
149,1358,0.0
446,733,0.16666666666666666
27687,1228,0.0
1094,1297,0.0
296,1035,0.0
302,765,0.0
811,245,0.0
95,198,0.0
1265,685,0.2
1195,1343,0.0
179,1219,0.0
1370,810,0.0
782,1050,0.14285714285714285
1199,298,0.0
1194,430,0.0
648,22,0.0
1318,164,0.0
186,72,0.0
518,1111,0.0
567,396,0.0
123,437,0.0
205,922,0.0
143,486,0.0
614,543,0.0
1195,439,0.0
1174,1104,0.0
519,940,0.0
685,1061,0.0
225,1109,0.0
209,1392,0.0
428190,942,0.0
162,170,0.0
648,742,0.0
525,35,0.0
1069,718,0.0
121,274,0.0
1271,755,0.0625
170,507,0.0
1069,534,0.0
33,727,0.0
727,838,0.0
573,699,0.14285714285714285
1077,318,0.0
430,943,0.0
394,699,0.125
714,1341,0.0
96,1346,0.0
419,1025,0.0
2759376,565,0.14285714285714285
1094,91,0.041666666666666664
1219,525,0.0
184,741,0.0
483,1016,0.0
292,337,0.0
238,942,0.0
46,1208,0.0
1392,268,0.0
188,863,0.0
266,312,0.0
205,179,0.14285714285714285
1037,832,0.0
1175,392,0.0
736,968,0.0
372,1322,0.0
1124,936,0.0
568,230,0.0
563,446,0.0
225,741,0.0
285,1000,0.0
565,109,0.0
655,1094,0.0
708,115,0.0
751,615,0.07692307692307693
1358,26,0.0
276,404,0.0
742,556,0.0
1124,1284,0.0
225,64,0.0
543,1122,0.0
1100,1154,0.0
266,2090742,0.0
927,519,0.0
1223,257,0.0
763,317,0.0
5,26,0.05555555555555555
795,751,0.0
1146,184,0.0
853,26,0.0
31505,2089740,0.0
396,428190,0.06666666666666667
811,842,0.0
1249,697,0.0
637,1100,0.0
1223,796,0.0
33,784,0.14285714285714285
1314,115,0.0
39,312,0.0
779,1147,0.0
551,1337,0.0
1061,1392,0.0
1220,22,0.0
1000,718,0.0
1284,437,0.0
318,615,0.0
914,448,0.0
238,1193,0.0
259,428190,0.0
1367,886,0.0
257,1339,0.0
292,267,0.0
1069,993,0.06666666666666667
326,525,0.0
1193,5,0.0
541,943,0.0
194,61,0.08
22,428190,0.0
296,1297,0.0
648,429,0.0
525,1179,0.0
987,536,0.05555555555555555
349,136,0.0
1347,1389,0.0
736,1341,0.0
349,791,0.0
741,1192,0.0
150,1111,0.0
1026,430,0.0
1219,1094,0.07142857142857142
117,1174,0.0
349,733,0.0
573,1341,0.0
369,1146,0.0
889,369,0.0
796,1310,0.0
1195,614,0.0
961,1122,0.07142857142857142
1213,203,0.0
150,567,0.0
961,914,0.0
519,17,0.0
115,225,0.0
1122,1223,0.0
615,274,0.0
1147,1014,0.0
961,1025,0.0
200,121,0.0
1185,588,0.0
507,1392,0.0
722,381,0.0
1233,571,0.0
49,891,0.0
247,797,0.0
1247,1311,0.0
1194,1245,0.0
2089740,486,0.0
1185,931,0.0
31505,1247,0.0
1094,414,0.0
373,1228,0.1111111111111111
33,1254,0.0
1317,900,0.0
1050,305,0.0
1061,888,0.0
391,1025,0.0
232,931,0.0
810,163,0.0
1000,1254,0.0
475,170,0.0
897,232,0.0
1063,13,0.0
751,381,0.0
230,518,0.1
755,219,0.0625
51,1343,0.0
72,230,0.0
940,897,0.0
305,1318,0.0
404,565,0.0
162,423,0.0
231,394,0.0
1094,257,0.0
1389,572,0.0
1108,1293,0.0
247,758,0.0
398,164,0.0
782,1154,0.0
714,834,0.0
60,1356,0.0
573,383,0.061224489795918366
31505,59,0.0
741,536,0.0
170,1245,0.0
1213,234,0.0
518,163,0.0
666,1000,0.0
699,763,0.14285714285714285
512,194,0.0
733,952,0.07692307692307693
568,245,0.0
1057,1000,0.0
1057,791,0.0
481,1339,0.0
912,736,0.0
916,567,0.0
207,782,0.0
943,5,0.0
1293,917,0.0
832,232,0.04
788,204,0.0
225,414,0.0
1,568,0.043478260869565216
795,259,0.0
143,518,0.0
657,917,0.0
245,1276,0.0
64,1084,0.058823529411764705
483,115,0.0
1317,400,0.0
446,312,0.0
718,588,0.0
302,580,0.0
1204,936,0.0
1228,312,0.06666666666666667
349,1338,0.0
1,961,0.038461538461538464
446,770,0.0
1050,974,0.0
563,235,0.0
437,5,0.0
1030,784,0.0
22,1013,0.0
26,943,0.0
194,519,0.0
188,1368,0.0
230,708,0.0
922,274,0.0
117,481,0.0
803,51,0.0
872,489,0.0
556,317,0.0
459,93,0.0
448,1104,0.0
1014,796,0.0
522,748,0.0
648,1122,0.0
891,1384652,0.0
755,1075,0.0
432,1075,0.02631578947368421
551,1122,0.0
1208,742,0.0
740,493,0.07692307692307693
1043,1100,0.05555555555555555
1314,1043,0.0
51,1322,0.0
568,92,0.0
2759376,525,0.0
863,5,0.1
1309,1238,0.0
219,342,0.0
1314,714,0.0
1000,1030,0.0
914,259,0.0
1975282,1254,0.0
615,917,0.0
1190,95,0.0
117,230,0.0
563,1109,0.0
1318,370,0.0
541,551,0.0
1075,993,0.04
785,1238,0.0
394,1192,0.0
428190,298,0.1111111111111111
931,419,0.0
578,305,0.0
1042,758,0.0
414,12081,0.04
1065,648,0.0
99,619,0.0
25,1213,0.0
93,1190,0.0
1043,396,0.0
887,968,0.0
13,916,0.0
305,1109,0.0
1179,380,0.0
968,1311,0.0
832,842,0.04
72,961,0.0
1142,507,0.0
242,763,0.0
1111,486,0.0
25,369,0.0
91,914,0.04
1077,1,0.0
1213,1223,0.0
1057,188,0.0
1014,1104,0.0
202,277,0.0
1208,966,0.0
96,722,0.0
791,518,0.0
1195,748,0.0
779,13,0.0
897,117,0.0
205,942,0.0
1042,1084,0.0
708,219,0.0
1037,302,0.0
99,573,0.0
122,292,0.0
276,541,0.0
311,1384652,0.08333333333333333
580,72,0.0
179,93,0.0
572,1,0.08571428571428572
298,614,0.0
