u,v,CN
349,797,0
64,1037,0
27687,186,0
1309,1026,0
1154,1334,0
727,404,0
51,204,0
1384652,209,1
1284,580,0
5,1010,0
1338,722,0
305,27687,0
205,900,0
580,1122,2
1314,1154,0
123,758,1
1010,1233,0
765,12081,0
1339,522,0
326,136,1
394,1311,0
121,1108,0
1347,373,0
672,109,0
1108,1208,0
225,285,0
1366,235,0
565,1368,1
75,1078,0
428190,1035,0
27687,615,0
1247,204,0
619,838,0
700,1192,0
636,551,0
137,123,0
1368,419,0
1035,49,1
406,952,0
655,1227,0
657,782,0
235,1192,0
149,1358,0
446,733,2
27687,1228,0
1094,1297,0
296,1035,0
302,765,0
811,245,0
95,198,0
1265,685,1
1195,1343,0
179,1219,0
1370,810,0
782,1050,1
1199,298,0
1194,430,0
648,22,0
1318,164,0
186,72,0
518,1111,0
567,396,0
123,437,0
205,922,0
143,486,0
614,543,0
1195,439,0
1174,1104,0
519,940,0
685,1061,0
225,1109,0
209,1392,0
428190,942,0
162,170,0
648,742,0
525,35,0
1069,718,0
121,274,0
1271,755,1
170,507,0
1069,534,0
33,727,0
727,838,0
573,699,2
1077,318,0
430,943,0
394,699,1
714,1341,0
96,1346,0
419,1025,0
2759376,565,2
1094,91,1
1219,525,0
184,741,0
483,1016,0
292,337,0
238,942,0
46,1208,0
1392,268,0
188,863,0
266,312,0
205,179,1
1037,832,0
1175,392,0
736,968,0
372,1322,0
1124,936,0
568,230,0
563,446,0
225,741,0
285,1000,0
565,109,0
655,1094,0
708,115,0
751,615,1
1358,26,0
276,404,0
742,556,0
1124,1284,0
225,64,0
543,1122,0
1100,1154,0
266,2090742,0
927,519,0
1223,257,0
763,317,0
5,26,1
795,751,0
1146,184,0
853,26,0
31505,2089740,0
396,428190,1
811,842,0
1249,697,0
637,1100,0
1223,796,0
33,784,1
1314,115,0
39,312,0
779,1147,0
551,1337,0
1061,1392,0
1220,22,0
1000,718,0
1284,437,0
318,615,0
914,448,0
238,1193,0
259,428190,0
1367,886,0
257,1339,0
292,267,0
1069,993,1
326,525,0
1193,5,0
541,943,0
194,61,2
22,428190,0
296,1297,0
648,429,0
525,1179,0
987,536,1
349,136,0
1347,1389,0
736,1341,0
349,791,0
741,1192,0
150,1111,0
1026,430,0
1219,1094,1
117,1174,0
349,733,0
573,1341,0
369,1146,0
889,369,0
796,1310,0
1195,614,0
961,1122,1
1213,203,0
150,567,0
961,914,0
519,17,0
115,225,0
1122,1223,0
615,274,0
1147,1014,0
961,1025,0
200,121,0
1185,588,0
507,1392,0
722,381,0
1233,571,0
49,891,0
247,797,0
1247,1311,0
1194,1245,0
2089740,486,0
1185,931,0
31505,1247,0
1094,414,0
373,1228,2
33,1254,0
1317,900,0
1050,305,0
1061,888,0
391,1025,0
232,931,0
810,163,0
1000,1254,0
475,170,0
897,232,0
1063,13,0
751,381,0
230,518,1
755,219,1
51,1343,0
72,230,0
940,897,0
305,1318,0
404,565,0
162,423,0
231,394,0
1094,257,0
1389,572,0
1108,1293,0
247,758,0
398,164,0
782,1154,0
714,834,0
60,1356,0
573,383,3
31505,59,0
741,536,0
170,1245,0
1213,234,0
518,163,0
666,1000,0
699,763,1
512,194,0
733,952,1
568,245,0
1057,1000,0
1057,791,0
481,1339,0
912,736,0
916,567,0
207,782,0
943,5,0
1293,917,0
832,232,1
788,204,0
225,414,0
1,568,1
795,259,0
143,518,0
657,917,0
245,1276,0
64,1084,1
483,115,0
1317,400,0
446,312,0
718,588,0
302,580,0
1204,936,0
1228,312,1
349,1338,0
1,961,1
446,770,0
1050,974,0
563,235,0
437,5,0
1030,784,0
22,1013,0
26,943,0
194,519,0
188,1368,0
230,708,0
922,274,0
117,481,0
803,51,0
872,489,0
556,317,0
459,93,0
448,1104,0
1014,796,0
522,748,0
648,1122,0
891,1384652,0
755,1075,0
432,1075,1
551,1122,0
1208,742,0
740,493,3
1043,1100,1
1314,1043,0
51,1322,0
568,92,0
2759376,525,0
863,5,1
1309,1238,0
219,342,0
1314,714,0
1000,1030,0
914,259,0
1975282,1254,0
615,917,0
1190,95,0
117,230,0
563,1109,0
1318,370,0
541,551,0
1075,993,1
785,1238,0
394,1192,0
428190,298,1
931,419,0
578,305,0
1042,758,0
414,12081,1
1065,648,0
99,619,0
25,1213,0
93,1190,0
1043,396,0
887,968,0
13,916,0
305,1109,0
1179,380,0
968,1311,0
832,842,1
72,961,0
1142,507,0
242,763,0
1111,486,0
25,369,0
91,914,1
1077,1,0
1213,1223,0
1057,188,0
1014,1104,0
202,277,0
1208,966,0
96,722,0
791,518,0
1195,748,0
779,13,0
897,117,0
205,942,0
1042,1084,0
708,219,0
1037,302,0
99,573,0
122,292,0
276,541,0
311,1384652,1
580,72,0
179,93,0
572,1,3
298,614,0
1030,1338,0
1016,718,1
891,1293,0
143,571,0
1037,795,0
748,117,0
170,337,0
740,305,0
1337,1338,0
26,207,0
224,99,0
886,304,0
738,1366,0
1124,1344,0
1100,33,1
311,805,0
317,887,0
1227,1254,0
755,842,0
1043,1208,0
350,404,0
1317,1347,0
326,573,1
900,804,0
341,797,0
1220,266,0
121,697,0
556,164,0
1339,184,0
369,93,0
93,804,0
893,92,0
2759376,897,0
136,810,0
298,916,0
767,636,0
916,543,0
392,203,0
1199,755,0
755,834,0
1016,429,0
61,400,0
245,1104,0
1266,5,1
486,93,0
1219,489,1
567,170,0
825,9,0
1084,547,0
1276,1309,0
285,900,1
363,1010,0
1249,77,0
39,194,0
22,203,0
164,1317,0
838,274,0
1025,1175,0
203,685,0
1117,1175,0
209,697,0
627,518,1
17,370,1
1035,727,2
796,968,0
697,1057,0
853,233,0
202,525,0
439,999,0
406,785,0
55,5,0
837,567,0
1367,534,0
1204,922,0
391,1124,0
1195,194,0
507,1343,0
1334,99,0
1266,1142,0
810,1065,0
186,648,0
483,178,0
999,718,0
1030,1016,1
615,1297,0
1238,1338,0
1025,71,0
1048,831,0
952,350,0
1384652,782,0
242,178,0
872,741,0
117,755,0
779,1174,0
736,1358,0
396,123,0
207,83,0
92,1384652,0
541,722,0
364,404,0
137,370,0
1347,437,0
392,765,0
1384652,1190,1
751,22,0
9,429,0
337,1048,0
837,891,0
737,1339,0
1370,64,0
813,184,0
35,137,0
428190,792,0
507,797,0
373,121,0
627,1194,1
30,1060,0
22,1293,0
428190,230,1
64,202,1
1108,1220,0
1078,267,1
202,326,0
1245,1347,0
813,943,0
1043,738,0
2089740,940,0
285,993,1
60,481,0
974,1014,0
31505,791,1
527,1053,0
912,1311,0
143,99,0
233,33,0
1075,430,0
834,483,0
136,1219,0
1190,943,0
954,779,0
5,680,2
383,974,0
842,2090742,0
204,767,0
259,1358,0
275,912,0
767,1016,0
1337,1190,0
489,838,0
905,1178,1
763,46,0
1339,631,0
406,765,0
1144,115,1
614,699,0
188,578,0
541,578,0
1338,2759376,0
853,93,0
745,985,0
33,202,0
1043,72,0
1025,230,0
1358,1100,0
1975282,842,0
475,2090742,0
740,1293,0
1337,1111,0
235,588,0
1245,1043,0
55,238,0
486,1347,0
697,893,0
872,1193,0
611,170,0
1193,810,1
791,277,1
121,207,0
1084,1334,0
565,1220,2
322,736,0
1334,961,0
1346,727,0
231,1078,0
296,1108,0
527,900,0
39,406,0
224,1193,0
525,231,0
1310,917,0
459,741,0
1368,404,0
391,838,0
740,1050,0
1199,1337,0
993,672,0
447,1199,0
1233,813,0
700,568,0
1050,341,0
740,893,0
645,657,0
162,202,0
1370,832,0
1026,123,1
912,225,0
432,298,0
1146,1227,0
631,627,0
745,292,0
1175,184,0
1254,60,0
1025,1057,0
99,556,0
179,1317,0
646,55,0
619,522,0
1057,123,0
419,1247,0
646,322,0
1266,954,0
184,1238,0
765,636,0
225,481,0
25,170,0
697,985,0
1025,219,0
1117,563,0
231,1193,0
423,572,0
195,1344,0
1061,40,0
1122,804,0
275,1061,0
95,940,0
1035,312,0
573,740,0
737,1037,0
1035,39,0
1284,137,0
1223,419,0
1192,1228,0
72,150,0
842,568,0
940,974,0
952,5,0
1975282,1174,0
507,231,0
479,83,0
9,115,0
993,519,0
1343,292,0
242,275,0
372,1179,1
364,1311,0
797,1053,0
219,842,0
25,785,0
304,423,0
655,770,0
837,459,0
357,765,0
483,372,0
716,71,1
631,897,0
1179,813,0
556,1048,0
276,162,0
985,954,0
565,1322,0
985,803,0
615,392,0
993,637,1
1204,1341,0
231,648,0
230,357,0
1341,999,0
742,1367,0
1192,543,0
1220,234,8
380,285,1
718,179,0
887,39,0
46,1108,0
122,428190,1
837,1347,0
266,5,0
831,1146,0
931,1169,0
373,439,1
1368,27687,0
30,2090742,0
318,27687,0
936,274,0
